Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry,currentPrice,adr_pct_20_days,volume_dollars_1day,price_growth_one_month,move_higher_3_months_percent,avg_volume_10_days,volume_cal,is_10_below_20_mv_10_days,is_higher_low_5_days
SYRA,Syra Health Corp. Class A Common Stock,$1.77,0.00,0.00%,24641299.0,United States,2023.0,86761,Industrials,Other Specialty Stores,1.66,13.859365769020894,235.45699954032898,1.136046490513228,55.14017619132132,91140.0,34203.0,1.0,0.0
FGEN,FibroGen Inc Common Stock,$2.00,0.11,5.82%,197542494.0,United States,2014.0,3065544,Health Care,Biotechnology: Pharmaceutical Preparations,2.35,14.498375971022814,11169.453103005886,1.134193593738728,311.5586667348658,1544140.0,1260774.0,1.0,1.0
GERN,Geron Corporation Common Stock,$1.75,-0.13,-6.915%,955603791.0,United States,1996.0,20795315,Health Care,Biotechnology: Pharmaceutical Preparations,3.26,10.480311348021454,95084.3982219696,1.1333333421636513,50.925919487152825,29867540.0,16475358.0,0.0,1.0
QMCO,Quantum Corporation Common Stock,$0.563,0.0437,8.415%,53507862.0,United States,,497685,Technology,Electronic Components,0.58,13.614745594179013,1399.1000147163868,1.133333300219643,81.24999883584675,494430.0,367374.0,0.0,1.0
BRCC,BRC Inc. Class A Common Stock,$4.68,0.05,1.08%,992866820.0,United States,2022.0,1009313,Consumer Staples,Beverages (Production/Distribution),4.87,5.991151583331611,29921.799304008484,1.1325966945436392,35.654596155775934,1374560.0,764968.0,0.0,0.0
GRTX,Galera Therapeutics Inc. Common Stock,$0.215,-0.0017,-0.784%,11694317.0,United States,2019.0,231634,Health Care,Biotechnology: Pharmaceutical Preparations,0.2415,13.617958505123617,1090.6200433373451,1.1320755565747909,87.59690808974842,450880.0,419571.0,0.0,1.0
PIK,Kidpik Corp. Common Stock,$4.50,-0.35,-7.216%,8425949.0,United States,2021.0,377309,Consumer Discretionary,Catalog/Specialty Distribution,4.74,31.930211371691406,111.59999704360962,1.1320754179428871,101.70212610537452,5065094.0,202007.0,0.0,1.0
LNSR,LENSAR Inc. Common Stock,$4.16,0.02,0.483%,47403433.0,United States,,4218,Health Care,Medical Electronics,3.55,13.399808450965978,289.4599976539612,1.1314102887401931,34.469689820150215,50340.0,96747.0,1.0,0.0
RNXT,RenovoRx Inc. Common Stock,$1.66,-0.03,-1.775%,17751343.0,United States,2021.0,20002,Health Care,Biotechnology: Pharmaceutical Preparations,1.43,11.328402731612597,241.81999897956848,1.1299999952316284,101.40844940358835,30310.0,22036.0,0.0,0.0
ESOA,Energy Services of America Corporation Common Stock,$7.73,0.07,0.914%,128401855.0,United States,,43342,Industrials,Water Sewer Pipeline Comm & Power Line Construction,8.09,8.072321466449583,34924.5,1.1287625382057798,56.479691164475064,100320.0,112156.0,0.0,0.0
IVDA,Iveda Solutions Inc. Common Stock,$0.731,0.0209,2.943%,11747090.0,United States,,209008,Technology,Computer Software: Prepackaged Software,0.81,12.52126785431351,199.64000153541565,1.1272727115095158,30.645160670086945,142790.0,178079.0,1.0,0.0
ASPI,ASP Isotopes Inc. Common Stock,$4.00,0.03,0.756%,195093104.0,United States,2022.0,582336,Industrials,Major Chemicals,4.46,12.384572980876008,21635.460185050964,1.126262625046329,156.3218398679435,610900.0,1187586.0,0.0,1.0
BHVN,Biohaven Ltd. Common Shares ,$59.75,1.17,1.997%,4874399862.0,United States,2022.0,2362403,Health Care,Biotechnology: Pharmaceutical Preparations,56.95,6.8627539591945785,750054.4618110657,1.1254355777370189,50.18460842009959,1939070.0,1660438.0,0.0,0.0
TCRX,TScan Therapeutics Inc. Common Stock,$6.71,-0.05,-0.74%,321289535.0,United States,2021.0,75479,Health Care,Biotechnology: Pharmaceutical Preparations,6.97,8.218890884452934,4572.719816207886,1.124999987154171,44.008255587861385,122560.0,96623.0,0.0,1.0
XBIO,Xenetic Biosciences Inc. Common Stock,$4.17,0.17,4.25%,6424652.0,United States,,6089,Health Care,Biotechnology: Pharmaceutical Preparations,4.25,6.420436115992412,51.75000071525574,1.1237785415974029,32.39875232068175,4950.0,1257.0,0.0,0.0
VERI,Veritone Inc. Common Stock,$2.17,0.46,26.901%,80403511.0,United States,2017.0,23147293,Technology,EDP Services,3.915,22.03891311975543,6273.35008084774,1.1212121518628113,117.50000364250617,7641620.0,5775119.0,1.0,1.0
LUNR,Intuitive Machines Inc. Class A Common Stock,$5.29,-0.52,-8.95%,222475097.0,United States,2021.0,3425562,Industrials,Industrial Machinery/Components,5.49,18.370767507756504,101645.59826898575,1.1199999809265138,111.96911015647531,4083630.0,3070538.0,1.0,0.0
GOSS,Gossamer Bio Inc. Common Stock,$1.43,0.03,2.143%,322582618.0,United States,2019.0,1426035,Health Care,Biotechnology: Pharmaceutical Preparations,1.39,10.774278871397836,3013.2500845193863,1.1198946246426962,63.14553859232858,1556140.0,1042972.0,0.0,0.0
LAB,Standard BioTools Inc. Common Stock,$2.63,-0.05,-1.866%,763010156.0,United States,2011.0,3351979,Industrials,Biotechnology: Laboratory Analytical Instruments,2.55,6.4620016887021015,62103.511706113815,1.1198156595954136,32.1243534517236,2117170.0,1930846.0,0.0,0.0
KPTI,Karyopharm Therapeutics Inc. Common Stock,$1.42,-0.03,-2.069%,163395258.0,United States,2013.0,737955,Health Care,Biotechnology: Pharmaceutical Preparations,1.37,13.052157518284213,8131.96816778183,1.1197847237380762,80.73878304302936,1422940.0,944225.0,0.0,0.0
OCEA,Ocean Biomedical Inc. Common Stock,$4.18,0.33,8.571%,142428300.0,United States,2021.0,1060568,Health Care,Biotechnology: Pharmaceutical Preparations,4.49,46.37751574421585,776.3880228996277,1.1192308432957152,655.8922404182521,3473730.0,1647218.0,0.0,0.0
CARA,Cara Therapeutics Inc. Common Stock,$0.8702,-0.0098,-1.114%,47562011.0,United States,2014.0,414390,Health Care,Biotechnology: Pharmaceutical Preparations,0.89,16.565349945823282,3623.9970989227295,1.1180000305175781,46.62273401697014,662700.0,330146.0,0.0,1.0
BHIL,Benson Hill Inc. Common Stock,$0.2037,0.0137,7.211%,42446809.0,United States,2021.0,751709,Consumer Staples,Packaged Foods,0.2613,14.597630890410818,663.3090147972107,1.1176471046556293,91.91175971089996,1281680.0,3070836.0,1.0,1.0
DRRX,DURECT Corporation Common Stock,$1.13,-0.02,-1.739%,33706647.0,United States,2000.0,121584,Health Care,Biotechnology: Pharmaceutical Preparations,1.18,9.470067416259088,1339.8799831867218,1.117647033042974,135.99998950958252,173790.0,156207.0,0.0,1.0
CRVO,CervoMed Inc. Common Stock,$16.99,-0.58,-3.301%,96410095.0,United States,,7957,Health Care,Biotechnology: Pharmaceutical Preparations,24.44,13.232388873603917,1683.0,1.1166252520403719,254.7169957569797,21300.0,37610.0,0.0,0.0
JSPR,Jasper Therapeutics Inc. Common Stock,$26.79,0.79,3.038%,403561774.0,United States,2020.0,61791,Health Care,Biotechnology: Pharmaceutical Preparations,26.24,9.344979054133052,17473.049483299255,1.1158097025113485,374.5026903358391,152040.0,98401.0,0.0,0.0
PRCH,Porch Group Inc. Common Stock,$4.02,0.23,6.069%,397475956.0,United States,2020.0,3117377,Technology,Computer Software: Prepackaged Software,3.81,11.316690948359964,28948.160678863525,1.114155248158897,41.63568259237745,3138190.0,1356060.0,0.0,0.0
LFMD,LifeMD Inc. Common Stock,$8.90,0.52,6.205%,359257818.0,United States,,1265396,Health Care,Medical/Nursing Services,10.87,7.813599827530693,41502.07947921753,1.1135530917998855,35.874998569488525,1251310.0,1100041.0,0.0,1.0
LEE,Lee Enterprises Incorporated Common Stock,$10.40,0.05,0.483%,63888438.0,United States,,27083,Consumer Discretionary,Newspapers/Magazines,13.41,7.180421764323075,3047.9000663757324,1.1121693588371753,66.79104366962491,71270.0,47062.0,0.0,1.0
AUVIP,Applied UV Inc. 10.5% Series A Cumulative Perpetual Preferred Stock $0.0001 par value per share,$3.99,-0.11,-2.683%,2210919.0,United States,,3043,Consumer Discretionary,Building Products,6.5,14.97900408196382,117.57599973678589,1.111304368377859,150.00000916994568,3260.0,13041.0,0.0,1.0
THMO,ThermoGenesis Holdings Inc. Common Stock,$0.751,-0.003,-0.398%,2355515.0,United States,,28045,Industrials,Medical Specialities,0.75,9.37915014340338,312.0000046491623,1.1111110835163693,33.92857085837394,17150.0,6323.0,1.0,0.0
LABP,Landos Biopharma Inc. Common Stock,$6.48,-0.05,-0.766%,20196404.0,United States,2021.0,4915,Health Care, Medicinal Chemicals and Botanical Products ,6.94,7.18133298803767,271.5999946594238,1.1098398241747498,82.15223520863003,14470.0,18424.0,0.0,1.0
CAPR,Capricor Therapeutics Inc. Common Stock,$5.94,0.04,0.678%,186514022.0,United States,,165717,Health Care,Biotechnology: Pharmaceutical Preparations,6.79,8.542780974576347,7100.6501631736755,1.1096256911190419,55.73393931022444,469630.0,926919.0,0.0,1.0
IPSC,Century Therapeutics Inc. Common Stock,$4.86,0.11,2.316%,290797944.0,United States,2021.0,105222,Health Care, Medicinal Chemicals and Botanical Products ,4.8,9.928823857629677,7242.959798812866,1.10752684243884,106.89656589884578,159320.0,91127.0,0.0,0.0
CYTK,Cytokinetics Incorporated Common Stock,$64.63,0.08,0.124%,6657194407.0,United States,2004.0,2084329,Health Care,Biotechnology: Pharmaceutical Preparations,67.59,5.244965388759737,1722340.2502441406,1.1071571172898096,89.22170780530607,4109380.0,2480217.0,1.0,0.0
TCON,TRACON Pharmaceuticals Inc. Common Stock,$0.631,0.241,61.795%,28713340.0,United States,2015.0,26475446,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0.3895,23.535310729323335,1062.5160219222307,1.1063829809719572,107.44680800471384,11261610.0,8947964.0,0.0,0.0
TRML,Tourmaline Bio Inc. Common Stock,$45.39,-0.25,-0.548%,923084674.0,United States,2021.0,270916,Health Care,Biotechnology: Pharmaceutical Preparations,40.33,7.650630696293637,75155.17933654785,1.106239990234375,112.26316753186678,210040.0,278705.0,0.0,0.0
OMGA,Omega Therapeutics Inc. Common Stock,$3.91,0.00,0.00%,215604587.0,United States,2021.0,170190,Health Care,Biotechnology: Pharmaceutical Preparations,3.43,7.095959873931723,33100.87946796417,1.1052468150467663,52.444447411431206,324510.0,200447.0,0.0,0.0
XFOR,X4 Pharmaceuticals Inc. Common Stock,$0.8418,-0.0233,-2.693%,140825740.0,United States,2017.0,1589097,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0.9708,8.034001082511978,6691.861016511917,1.104285735816372,33.0136973103119,1930590.0,3522078.0,0.0,1.0
HEAR,Turtle Beach Corporation Common Stock,$11.03,0.00,0.00%,191966263.0,United States,,476440,Telecommunications,Telecommunications Equipment,17.2,5.8614698901190865,71494.28841304779,1.103669738897962,61.12412604795851,918180.0,693667.0,1.0,1.0
FEMY,Femasys Inc. Common Stock,$1.81,-0.10,-5.236%,39185818.0,United States,2021.0,552799,Health Care,Medical/Dental Instruments,2.0,16.90108423955885,1748.7900051474571,1.103542196716921,126.50056209271567,739240.0,638903.0,0.0,0.0
NPCE,Neuropace Inc. Common Stock,$13.38,-0.29,-2.121%,379251243.0,United States,2021.0,87499,Health Care,Medical Specialities,13.45,8.911996938760458,22571.64023208618,1.1033457518984677,45.09168441303252,127900.0,119143.0,1.0,0.0
FORA,Forian Inc. Common Stock,$3.51,0.10,2.933%,108724044.0,United States,,95168,Technology,Computer Software: Prepackaged Software,3.44,11.160302271848677,416.9999957084656,1.1031746001710938,45.76272076828976,69270.0,12453.0,0.0,0.0
BAND,Bandwidth Inc. Class A Common Stock,$19.88,-0.65,-3.166%,522261297.0,United States,2017.0,617654,Technology,Computer Software: Prepackaged Software,18.83,6.602879418765073,34329.96036529541,1.1030769348144531,44.291185045919235,433590.0,260408.0,0.0,0.0
LASE,Laser Photonics Corporation Common Stock,$1.63,-0.21,-11.413%,15083073.0,United States,2022.0,103206,Industrials,Industrial Machinery/Components,1.55,17.419003375309906,301.32001197338104,1.1020408386689626,38.39285229617846,328050.0,75336.0,0.0,0.0
IOVA,Iovance Biotherapeutics Inc. Common Stock,$14.73,0.01,0.068%,4114192743.0,United States,,6396021,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),13.9,9.128615910863225,444601.99580192566,1.1008174054134399,93.59331407876354,8472290.0,5130183.0,0.0,0.0
PIRS,Pieris Pharmaceuticals Inc. Common Stock,$0.1743,0.0033,1.93%,17229891.0,United States,,287129,Health Care,Biotechnology: Pharmaceutical Preparations,0.2155,11.486573401401422,237.9640065729618,1.1006711422819837,42.10527141338597,1523550.0,2463888.0,0.0,1.0
MAPS,WM Technology Inc. Class A Common Stock ,$0.8847,0.0457,5.447%,132145419.0,United States,2019.0,273887,Consumer Discretionary,Other Consumer Services,0.9811,6.924353858367982,1817.4300099611282,1.0998735718433388,32.92683448847623,363430.0,465946.0,1.0,1.0
ALGS,Aligos Therapeutics Inc. Common Stock,$0.87,0.00,0.00%,65190708.0,United States,2020.0,1290604,Health Care,Biotechnology: Pharmaceutical Preparations,0.9316,13.741172566606185,1253.0399894714355,1.098387079097478,52.78687861426435,539290.0,261033.0,0.0,1.0
COGT,Cogent Biosciences Inc. Common Stock,$6.56,0.21,3.307%,681671878.0,United States,2018.0,1202396,Health Care,Biotechnology: Pharmaceutical Preparations,6.73,8.594592033895566,52809.197856903076,1.0981307427262004,30.4263608156651,2013810.0,1366446.0,1.0,1.0
SGMO,Sangamo Therapeutics Inc. Common Stock,$0.7851,-0.076,-8.826%,139235114.0,United States,2000.0,2840561,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0.77,13.76191802515696,6834.599818944931,1.0975609561079387,113.88887509151797,1990810.0,2350556.0,1.0,0.0
VKTX,Viking Therapeutics Inc. Common Stock,$71.96,4.86,7.243%,7231140874.0,United States,2015.0,5136962,Health Care,Biotechnology: Pharmaceutical Preparations,65.18,13.248591520599051,876622.0458564758,1.096495450611803,269.9205289482358,8059940.0,4150618.0,0.0,0.0
SMMT,Summit Therapeutics Inc. Common Stock ,$4.51,0.20,4.64%,3164654277.0,United States,2015.0,2770571,Health Care,Biotechnology: Pharmaceutical Preparations,3.63,10.516362329692486,87237.79955863953,1.095930208783978,49.69072931212453,3059120.0,3177522.0,0.0,0.0
APLT,Applied Therapeutics Inc. Common Stock,$6.11,0.10,1.664%,646968537.0,United States,2019.0,867400,Health Care,Biotechnology: Pharmaceutical Preparations,6.26,11.195896397793682,39094.0,1.095617534043276,111.48649149345073,1433680.0,985447.0,0.0,0.0
PRAX,Praxis Precision Medicines Inc. Common Stock,$55.19,0.67,1.229%,730624481.0,United States,2020.0,79452,Health Care,Biotechnology: Pharmaceutical Preparations,53.75,7.584850001172838,53571.59957885742,1.0950634374994956,197.12548118641513,146670.0,159798.0,0.0,0.0
ULBI,Ultralife Corporation Common Stock,$8.51,-0.20,-2.296%,139054362.0,United States,1992.0,98530,Miscellaneous,Industrial Machinery/Components,9.09,5.568733268569304,6091.14019203186,1.09502264005527,36.077850092529964,83050.0,38506.0,0.0,1.0
KROS,Keros Therapeutics Inc. Common Stock,$67.66,0.11,0.163%,2434584610.0,United States,2020.0,252141,Health Care,Biotechnology: Pharmaceutical Preparations,64.2,5.622423287528333,319750.85287475586,1.0934131825890816,90.05328380174234,501800.0,258218.0,0.0,0.0
CLRB,Cellectar Biosciences Inc.  Common Stock,$3.54,-0.09,-2.479%,107800229.0,United States,,483962,Health Care,Biotechnology: Pharmaceutical Preparations,3.78,6.708677811540165,112632.52324604988,1.0930931496398089,47.08171476954895,1034950.0,2469366.0,0.0,0.0
HIPO,Hippo Holdings Inc. Common Stock,$18.85,0.16,0.856%,458260314.0,United States,2021.0,226514,Finance,Property-Casualty Insurers,16.76,9.657813679058291,11251.34042263031,1.0919952769763077,90.23835903075951,311390.0,149092.0,0.0,0.0
MNMD,Mind Medicine (MindMed) Inc. Common Shares,$8.60,0.74,9.415%,355475040.0,United States,,3227975,Health Care, Medicinal Chemicals and Botanical Products ,9.79,14.03392543894495,16976.079703330994,1.091428552355085,192.23881315085606,6956220.0,2964846.0,0.0,1.0
CLSD,Clearside Biomedical Inc. Common Stock,$1.63,-0.01,-0.61%,101726452.0,United States,2016.0,849994,Health Care,Biotechnology: Pharmaceutical Preparations,1.63,12.273602997239808,3435.6001365184784,1.0909091106131052,62.99999952316284,1134010.0,368448.0,0.0,0.0
AIRI,Air Industries Group Common Stock,$4.05,-0.09,-2.174%,13377332.0,United States,,2130,Industrials,Military/Government/Technical,4.71,7.079406110581821,1552.2000379562378,1.0893855247153494,55.44554728119804,10300.0,25807.0,1.0,1.0
RGTI,Rigetti Computing Inc. Common Stock,$2.04,-0.17,-7.692%,299158927.0,United States,,11642136,Technology,Retail: Computer Software & Peripheral Equipment,1.75,14.912017791869857,27580.300597786903,1.0891089447806042,71.56863065922738,10780780.0,12030936.0,0.0,0.0
IPX,IperionX Limited American Depositary Share,$14.20,-0.27,-1.866%,274761437.0,United States,,19203,Consumer Discretionary,Diversified Commercial Services,13.52,5.6106898486474766,4136.300086975098,1.0885000228881836,51.39977598799802,33710.0,21692.0,0.0,0.0
GRPH,Graphite Bio Inc. Common Stock,$3.56,0.16,4.706%,207323457.0,United States,2021.0,1350727,Health Care, Medicinal Chemicals and Botanical Products ,3.07,8.81668109897551,2063.069944381714,1.0884615490422451,34.06113468921669,994200.0,508555.0,0.0,0.0
HRTX,Heron Therapeutics Inc. Common Stock,$3.01,0.65,27.542%,451718646.0,United States,,17850883,Health Care,Biotechnology: Pharmaceutical Preparations,2.95,8.265597626577371,147312.35459661484,1.0883720048251482,82.09876783954135,4180490.0,2001071.0,1.0,0.0
MNKD,MannKind Corporation Common Stock,$4.59,0.14,3.146%,1241219607.0,United States,2004.0,3142215,Health Care,Biotechnology: Pharmaceutical Preparations,4.67,6.08739836281782,200124.1527659893,1.0883280645586353,39.82036515876429,4593720.0,1801213.0,0.0,0.0
TSVT,2seventy bio Inc. Common Stock ,$4.01,-0.72,-15.222%,205757639.0,United States,,1830400,Health Care,Biotechnology: Pharmaceutical Preparations,4.49,11.460888072049368,22906.800693511963,1.0880829416652735,32.84022541699972,2024550.0,2728065.0,1.0,1.0
TALK,Talkspace Inc. Common Stock,$3.24,-0.04,-1.22%,541387862.0,United States,2020.0,1567839,Health Care,Medical/Nursing Services,3.29,5.2938277505684805,20040.799186706543,1.0879628755796138,37.083326296674166,1419120.0,959756.0,0.0,0.0
RLMD,Relmada Therapeutics Inc. Common Stock,$5.64,0.11,1.989%,169759505.0,United States,,128350,Health Care,Biotechnology: Pharmaceutical Preparations,5.37,8.28910193899608,8342.709757566452,1.087349387856695,119.18366453241495,158590.0,227730.0,0.0,0.0
JNVR,Janover Inc. Common Stock,$1.31,0.01,0.769%,13093546.0,United States,2023.0,579,Finance,Finance: Consumer Services,1.43,7.241820811713673,71.01999616622925,1.087179401906835,48.95833119905239,8390.0,39053.0,1.0,0.0
REAL,The RealReal Inc. Common Stock,$3.25,-0.11,-3.274%,340250336.0,United States,2019.0,2317042,Consumer Discretionary,Other Specialty Stores,3.42,11.683239890944197,30787.599613666534,1.085714272090367,56.16438296511272,4514370.0,5737881.0,0.0,0.0
XBIT,XBiotech Inc. Common Stock,$6.31,-0.02,-0.316%,192057243.0,United States,2015.0,53727,Health Care,Pharmaceuticals and Biotechnology,7.11,8.030735996482473,1345.5,1.0856453608460896,80.45685355980112,63690.0,106924.0,0.0,0.0
PYXS,Pyxis Oncology Inc. Common Stock,$5.35,-0.35,-6.14%,237128296.0,United States,2021.0,986049,Health Care,Biotechnology: Pharmaceutical Preparations,5.15,12.427701620261056,9498.749822378159,1.0851064067234448,195.9770153529232,663120.0,757194.0,0.0,0.0
HYLN,Hyliion Holdings Corp. Class A Common Stock,$1.73,0.03,1.765%,316950489.0,United States,2019.0,622361,Consumer Discretionary,Construction/Ag Equipment/Trucks,1.45,10.894271656704246,10842.59979724884,1.0851063654400095,77.04518163041627,1027590.0,985057.0,0.0,0.0
SMR,NuScale Power Corporation Class A Common Stock,$7.08,0.81,12.919%,1637830744.0,United States,2022.0,8044650,Industrials,Electrical Products,6.58,18.266021253770283,36776.601126194,1.0845771527863364,100.0,8805370.0,14870479.0,0.0,0.0
PROP,Prairie Operating Co. Common Stock,$9.70,-0.51,-4.995%,,United States,,31508,Finance,Investment Bankers/Brokers/Service,11.73,6.912040310036671,883.7399754524231,1.0842105324798896,117.62522880885633,73150.0,104461.0,0.0,1.0
TLPH,Talphera Inc. Common Stock,$1.17,0.08,7.339%,19853851.0,United States,2011.0,102718,Health Care,Biotechnology: Pharmaceutical Preparations,1.14,8.844384256084803,910.9100262522697,1.0833333983780866,50.0,76170.0,55796.0,1.0,1.0
SPRO,Spero Therapeutics Inc. Common Stock,$1.66,0.00,0.00%,87978866.0,United States,2017.0,469135,Health Care,Biotechnology: Pharmaceutical Preparations,1.78,6.102636767163072,1967.040078163147,1.0827067750043045,31.851847403988177,848670.0,303991.0,0.0,0.0
ADTH,AdTheorent Holding Company Inc. Common Stock,$3.29,0.42,14.634%,290315844.0,United States,2021.0,961508,Consumer Discretionary,Advertising,3.4,10.58711088341331,10410.0,1.0822511090592664,123.68421960735596,429180.0,340799.0,0.0,0.0
VERB,Verb Technology Company Inc. Common Stock,$0.153,-0.0005,-0.326%,2510468.0,United States,,347085,Technology,EDP Services,0.3858,23.50218314179959,642.0479965209961,1.0819671950940004,139.75155969345073,85459670.0,58429496.0,0.0,0.0
AQST,Aquestive Therapeutics Inc. Common Stock,$5.44,0.34,6.667%,398758533.0,United States,2018.0,2245885,Health Care,Biotechnology: Pharmaceutical Preparations,5.34,15.096750370317347,14028.389946699142,1.0818965787446748,185.56150475782124,3826530.0,2612596.0,0.0,1.0
ORIC,Oric Pharmaceuticals Inc. Common Stock,$15.23,0.91,6.355%,1026134150.0,United States,2020.0,736248,Health Care,Biotechnology: Pharmaceutical Preparations,14.32,7.705310154317102,54809.651193618774,1.081275714007209,67.87807905166534,838960.0,1036649.0,0.0,0.0
NKTX,Nkarta Inc. Common Stock,$12.90,-0.20,-1.527%,633033212.0,United States,2020.0,470491,Health Care,Biotechnology: Pharmaceutical Preparations,12.22,10.287437770543928,77216.12112140656,1.0809328059911156,232.9700276019847,781120.0,607100.0,0.0,0.0
OCGN,Ocugen Inc. Common Stock,$1.04,0.056,5.691%,266762531.0,United States,2014.0,5525320,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1.1,12.880616314227078,9303.34764277935,1.0787878269736182,189.4736941171156,4990670.0,3277258.0,0.0,1.0
PASG,Passage Bio Inc. Common Stock,$1.27,-0.07,-5.224%,70610471.0,United States,2020.0,94661,Health Care,Biotechnology: Pharmaceutical Preparations,1.4,13.601880668044842,964.1410055756569,1.0784779823211637,71.77913868143263,882530.0,6737616.0,0.0,0.0
CLSK,CleanSpark Inc. Common Stock,$17.11,0.62,3.76%,3388887941.0,United States,,32539807,Finance,Finance: Consumer Services,16.49,15.909967404332527,1482394.7800884247,1.0773899454075735,57.197332039221195,39917530.0,35296893.0,1.0,0.0
TARS,Tarsus Pharmaceuticals Inc. Common Stock,$31.35,0.74,2.418%,1072762076.0,United States,2020.0,334787,Health Care, Medicinal Chemicals and Botanical Products ,31.52,7.360513594421625,212887.43296051025,1.0767925112166992,57.521239866197725,631860.0,305231.0,0.0,0.0
XOMA,XOMA Corporation Common Stock,$25.61,-0.04,-0.156%,297737404.0,United States,1986.0,8628,Health Care,Biotechnology: Pharmaceutical Preparations,25.2,5.674757541811615,3773.9999294281006,1.0765170869241645,37.55459160874865,22640.0,26890.0,0.0,0.0
STXS,Stereotaxis Inc. Common Stock,$2.49,0.01,0.403%,204500617.0,United States,,243503,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,2.51,7.6861616537900135,4615.380044460297,1.0760869473669616,42.61363659454279,249410.0,226715.0,1.0,0.0
LPCN,Lipocine Inc. Common Stock,$4.79,0.83,20.96%,25462826.0,United States,,105505,Health Care,Biotechnology: Pharmaceutical Preparations,4.26,9.182907099132942,1181.1599678993225,1.075208910134191,42.95302689985604,39330.0,14500.0,1.0,0.0
ARQT,Arcutis Biotherapeutics Inc. Common Stock,$11.06,0.95,9.397%,1070755795.0,United States,2020.0,3362694,Health Care,Biotechnology: Pharmaceutical Preparations,9.86,9.986373708810614,131553.4785823822,1.0743550470064467,280.69498005522655,4535860.0,2535974.0,0.0,0.0
CGEM,Cullinan Oncology Inc. Common Stock,$16.98,0.04,0.236%,726415335.0,United States,2021.0,333388,Health Care,Biotechnology: Pharmaceutical Preparations,15.5,5.499134451943033,34847.2795715332,1.073529359596995,77.34554240173608,567380.0,296926.0,1.0,0.0
BARK,BARK Inc. Class A Common Stock,$1.30,-0.01,-0.763%,230332535.0,United States,2020.0,586370,Consumer Discretionary,Department/Specialty Retail Stores,1.33,8.2457967530293,5359.199845790863,1.072832327243691,74.77005020810324,849320.0,338158.0,0.0,0.0
FATE,Fate Therapeutics Inc. Common Stock,$7.64,-0.02,-0.261%,758174561.0,United States,2013.0,1829847,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),7.0,9.985764893645932,147721.83343362808,1.0727272017928209,128.75817421230317,3369610.0,3009348.0,0.0,0.0
AHCO,AdaptHealth Corp. Common Stock,$10.36,-0.47,-4.34%,1376917587.0,United States,2018.0,753304,Health Care,Medical/Nursing Services,10.5,5.77304782937722,63455.210335731506,1.0721189799839712,61.78737088292612,1112580.0,976288.0,0.0,0.0
GANX,Gain Therapeutics Inc. Common Stock,$4.54,-0.02,-0.439%,58612953.0,United States,2021.0,58829,Health Care,Biotechnology: Pharmaceutical Preparations,4.25,6.435499505329334,3009.600067138672,1.0721003181654774,74.18032378414833,82570.0,44212.0,0.0,0.0
ENTA,Enanta Pharmaceuticals Inc. Common Stock,$14.44,-0.10,-0.688%,305492395.0,United States,2013.0,168984,Health Care,Biotechnology: Pharmaceutical Preparations,14.04,5.612997168006473,32009.84989643097,1.0708446609224465,64.78872309284176,186580.0,184592.0,0.0,0.0
ALPN,Alpine Immune Sciences Inc. Common Stock,$36.61,0.16,0.439%,2126966352.0,United States,2015.0,868666,Health Care,Biotechnology: Pharmaceutical Preparations,39.95,5.5167078849942985,81763.62251281738,1.0700431671237212,110.70676525325689,1565410.0,3004463.0,0.0,0.0
ORN,Orion Group Holdings Inc. Common,$8.49,0.03,0.355%,276339142.0,United States,,214146,Industrials,Military/Government/Technical,8.38,7.630732096513393,12397.0,1.0700389383007025,74.58332878020093,406250.0,196209.0,0.0,0.0
LCUT,Lifetime Brands Inc. Common Stock,$9.95,0.11,1.118%,217051648.0,United States,1991.0,81956,Consumer Discretionary,Industrial Machinery/Components,9.04,6.767660780434315,6279.239953994751,1.0698629779067632,51.42379027726604,103790.0,83636.0,0.0,0.0
LXRX,Lexicon Pharmaceuticals Inc. Common Stock,$2.48,-0.04,-1.587%,607413244.0,United States,,5957035,Health Care,Biotechnology: Pharmaceutical Preparations,2.44,10.615054836712257,30199.919895648956,1.0697674697984643,100.0,6590240.0,2878938.0,1.0,0.0
ARDX,Ardelyx Inc. Common Stock,$8.64,0.22,2.613%,2010407109.0,United States,2014.0,4966946,Health Care,Biotechnology: Pharmaceutical Preparations,8.02,6.1318740993830945,581414.3798828125,1.0690908720999053,35.01684142266693,5937460.0,6143393.0,0.0,0.0
ATNM,Actinium Pharmaceuticals Inc. (Delaware) Common Stock,$6.70,0.11,1.669%,183670055.0,United States,,104131,Health Care,Biotechnology: Pharmaceutical Preparations,8.21,8.767879340023432,9908.459893226624,1.0684104963663952,76.55913698423782,375370.0,2025596.0,0.0,0.0
