Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry,currentPrice,adr_pct_20_days,volume_dollars_1day,price_growth_one_month,move_higher_3_months_percent,avg_volume_10_days,volume_cal,is_10_below_20_mv_10_days,is_higher_low_5_days
CAVA,CAVA Group Inc. Common Stock,$65.44,-0.40,-0.608%,7460306389.0,United States,2023.0,2931269,Consumer Discretionary,Restaurants,65.1,5.382466479741432,680617.0686798096,1.0683036032455921,58.39416275188373,3028480.0,2705045.0,0.0,0.0
PALT,Paltalk Inc. Common Stock,$4.93,0.04,0.818%,45465234.0,United States,,67467,Consumer Discretionary,Business Services,4.4,8.325295305381886,2150.9000718593597,1.0680272257793084,91.30435593862856,120550.0,90063.0,0.0,0.0
TAYD,Taylor Devices Inc. Common Stock,$42.18,0.26,0.62%,129179371.0,United States,,11279,Industrials,Industrial Machinery/Components,42.93,6.1609103957938505,3875.0,1.0680109280776384,76.01476580354512,29390.0,16492.0,0.0,1.0
HOWL,Werewolf Therapeutics Inc. Common Stock,$6.22,-0.38,-5.758%,265825328.0,United States,2021.0,671241,Health Care,Biotechnology: Pharmaceutical Preparations,5.94,8.900990042414714,7634.359787940979,1.0673575123133008,106.24999379118307,205010.0,152702.0,1.0,0.0
OSS,One Stop Systems Inc. Common Stock,$3.70,0.14,3.933%,76234985.0,United States,2018.0,112498,Technology,Computer Manufacturing,3.64,14.393779751795188,4872.409914851189,1.0670391102378272,90.57592505318077,107650.0,92956.0,0.0,0.0
NOTE,FiscalNote Holdings Inc. Class A common stock,$1.68,0.07,4.348%,217110807.0,United States,2022.0,952877,Technology,EDP Services,1.65,12.105595528959402,5790.3999853134155,1.0669693716689308,49.999994581396045,1432550.0,842857.0,0.0,1.0
VIRX,Viracta Therapeutics Inc. Common Stock,$0.95,-0.035,-3.553%,37308812.0,United States,2005.0,76703,Health Care,Biotechnology: Pharmaceutical Preparations,1.01,11.003922386003918,969.5999783277512,1.0666666710818256,129.54545362182884,113970.0,75959.0,0.0,0.0
ABSI,Absci Corporation Common Stock,$4.88,-0.06,-1.215%,453539768.0,United States,2021.0,1032895,Health Care,Biotechnology: Pharmaceutical Preparations,4.81,10.337324133344472,27958.41007375717,1.0663716512300605,57.189543553075794,1288110.0,1133275.0,0.0,0.0
KYMR,Kymera Therapeutics Inc. Common Stock,$42.30,0.45,1.075%,2585023979.0,United States,2020.0,742476,Health Care, Medicinal Chemicals and Botanical Products ,39.57,5.32808600771868,164785.54515075684,1.0662541553573341,61.51020283601723,909110.0,1672207.0,0.0,0.0
RZLT,Rezolute Inc. Common Stock (NV),$1.92,-0.03,-1.538%,76080520.0,United States,,156225,Health Care,Biotechnology: Pharmaceutical Preparations,1.9,10.541616660893883,343.9800066947937,1.065217392712775,111.11111405455043,249620.0,380146.0,0.0,0.0
ATOS,Atossa Therapeutics Inc. Common Stock,$1.26,-0.05,-3.817%,157883121.0,United States,2012.0,1506047,Health Care,Biotechnology: Pharmaceutical Preparations,1.55,9.583878877219254,2715.0199763178825,1.0649350820252823,112.32875504353261,1846070.0,4521212.0,0.0,1.0
CELH,Celsius Holdings Inc. Common Stock,$96.11,5.04,5.534%,22373735903.0,United States,,5750779,Consumer Staples,Beverages (Production/Distribution),86.37,6.5110651186353286,4605906.8866539,1.0646987630847744,75.94215212490448,4447920.0,4152510.0,0.0,0.0
HNST,The Honest Company Inc. Common Stock,$4.63,0.13,2.889%,443984571.0,United States,2021.0,1881614,Consumer Discretionary,Catalog/Specialty Distribution,4.145,9.545953981904853,12664.669742107391,1.0643938754243105,40.986391165083454,2723840.0,1611568.0,0.0,0.0
BYRN,Byrna Technologies Inc. Common Stock,$12.05,0.56,4.874%,265124425.0,United States,,136337,Miscellaneous,Industrial Machinery/Components,12.93,8.241561376797101,13183.79961013794,1.0643564142191584,92.41072483436827,234220.0,152369.0,0.0,1.0
POWL,Powell Industries Inc. Common Stock,$169.46,10.50,6.605%,2028049492.0,United States,,498683,Energy,Electrical Products,145.83,6.801137417425562,158547.55880737305,1.0635731867337541,60.90699133895752,563020.0,505890.0,0.0,0.0
SPRY,ARS Pharmaceuticals Inc. Common Stock,$9.00,0.54,6.383%,863975268.0,United States,2020.0,660986,Health Care,Biotechnology: Pharmaceutical Preparations,8.46,6.12726120990561,30353.760360717773,1.062913926629287,67.85714488451174,850040.0,1145599.0,0.0,1.0
YMAB,Y-mAbs Therapeutics Inc. Common Stock,$15.84,-0.25,-1.554%,693429343.0,United States,2018.0,190254,Health Care,Biotechnology: Pharmaceutical Preparations,14.89,6.782691994958578,24434.771144866943,1.0619565935125888,144.09837010021477,325830.0,732839.0,0.0,0.0
KOD,Kodiak Sciences Inc Common Stock,$6.32,0.39,6.577%,331624879.0,United States,2018.0,474624,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),5.35,8.783228058575121,10107.569941043854,1.0616883317944497,91.75627160508175,739350.0,1610388.0,0.0,0.0
FDMT,4D Molecular Therapeutics Inc. Common Stock,$29.40,0.87,3.049%,1463476934.0,United States,2020.0,437195,Health Care,Biotechnology: Pharmaceutical Preparations,32.02,6.359689906014632,144668.28744506836,1.0611393714998758,68.08399863592027,735600.0,534536.0,0.0,0.0
LTRN,Lantern Pharma Inc. Common Stock,$6.89,-0.81,-10.519%,74887686.0,United States,2020.0,421277,Health Care,Biotechnology: Pharmaceutical Preparations,7.49,16.548092943840565,2210.759928703308,1.0607224553093457,93.04122552061891,946170.0,987772.0,0.0,1.0
VERA,Vera Therapeutics Inc. Class A Common Stock,$45.23,1.04,2.353%,2009702102.0,United States,2021.0,556310,Health Care,Biotechnology: Pharmaceutical Preparations,43.42,7.0594852802253305,97066.49545669556,1.0605074403660373,185.845947125758,764380.0,656502.0,1.0,0.0
ELVN,Enliven Therapeutics Inc. Common Stock,$12.27,-0.48,-3.765%,505670909.0,United States,2020.0,79511,Health Care,Biotechnology: Pharmaceutical Preparations,17.54,9.36150254200574,11238.989650726318,1.0604751028186534,43.888445605474075,198790.0,662946.0,1.0,0.0
MRSN,Mersana Therapeutics Inc. Common Stock,$5.74,0.10,1.773%,696279260.0,United States,2017.0,1956547,Health Care,Biotechnology: Pharmaceutical Preparations,4.96,10.468177580293014,30224.759284496307,1.0601503166351,159.6858704097635,3158170.0,2520703.0,0.0,0.0
ELMD,Electromed Inc. Common Stock,$16.92,-0.28,-1.628%,145600441.0,United States,2011.0,22151,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,17.13,5.421029694632762,660.8699855804443,1.0595959773052477,59.34882940248002,47070.0,24304.0,0.0,0.0
WYY,WidePoint Corporation Common Stock,$2.69,0.18,7.171%,23789480.0,United States,,11582,Technology,EDP Services,2.6,5.09660730436996,1615.1600227355957,1.0585937885625762,30.653260913191076,9760.0,6621.0,1.0,1.0
CTNT,Cheetah Net Supply Chain Service Inc. Class A Common Stock,$1.45,-0.51,-26.02%,25978200.0,United States,2023.0,55682,,,1.7,15.325363231876231,97.90000212192535,1.057692369413096,33.85827348150829,19280.0,11217.0,0.0,1.0
OCUL,Ocular Therapeutix Inc. Common Stock,$9.59,0.30,3.229%,1425337140.0,United States,2014.0,3135296,Health Care,Biotechnology: Pharmaceutical Preparations,9.7,7.65244870637789,57342.23241853714,1.057142927916463,147.4489699101162,3069820.0,1494757.0,0.0,0.0
KPLT,Katapult Holdings Inc. Common Stock,$18.40,2.76,17.647%,74799220.0,United States,2019.0,63332,Consumer Discretionary,Diversified Commercial Services,12.0,7.958632240630759,3318.263957977295,1.0569200410098536,38.40830328030963,25390.0,37218.0,0.0,0.0
TSHA,Taysha Gene Therapies Inc. Common Stock,$2.26,0.01,0.444%,422530036.0,United States,2020.0,1054431,Health Care,Biotechnology: Pharmaceutical Preparations,2.25,13.060265403695004,28257.850180864334,1.0567376204320331,58.450709014061076,1899540.0,3502009.0,0.0,0.0
BYSI,BeyondSpring Inc. Ordinary Shares,$3.01,0.00,0.00%,117149200.0,United States,2017.0,77158,Health Care,Biotechnology: Pharmaceutical Preparations,3.01,18.557900255079108,465.90799820423126,1.056097566116998,227.17390607176307,533740.0,478081.0,0.0,0.0
BNTC,Benitec Biopharma Inc. Common Stock,$5.19,0.205,4.112%,13454732.0,United States,2015.0,11371,Health Care,Biotechnology: Pharmaceutical Preparations,5.07,10.785511736036813,76.94999742507935,1.0555555015925036,67.88080144642711,7750.0,1366.0,0.0,0.0
CRDF,Cardiff Oncology Inc. Common Stock,$5.40,0.92,20.536%,241256713.0,United States,,3965168,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),4.87,17.253657886329023,864.8799891471863,1.055555500366072,238.19442305851953,2169210.0,705563.0,0.0,0.0
MLYS,Mineralys Therapeutics Inc. Common Stock,$12.59,-0.27,-2.10%,517513436.0,United States,2023.0,376021,Health Care,Biotechnology: Pharmaceutical Preparations,13.48,5.5511022154172585,7151.049847602844,1.054802613011535,77.36841725510568,164390.0,186596.0,1.0,1.0
IKT,Inhibikase Therapeutics Inc. Common Stock,$2.23,-0.04,-1.762%,13768644.0,United States,2020.0,29335,Health Care,Biotechnology: Pharmaceutical Preparations,1.93,9.726922185674859,1400.7000076770782,1.0545454755630705,51.96850208926016,50050.0,75597.0,0.0,0.0
XOS,Xos Inc. Common Stock,$12.00,-1.40,-10.448%,71153160.0,United States,2020.0,10702,Consumer Discretionary,Construction/Ag Equipment/Trucks,12.0,10.129004452706148,548.5499868392944,1.0543766378629196,61.94332317281918,9750.0,9245.0,0.0,0.0
PXLW,Pixelworks Inc.  Common Stock,$2.75,-0.05,-1.786%,155907172.0,United States,2000.0,315938,Technology,Semiconductors,2.78,7.028136962156384,2803.0200097560883,1.05384619616898,126.01625433175539,425800.0,233052.0,0.0,0.0
EVTV,Envirotech Vehicles Inc. Common Stock,$2.29,-0.265,-10.372%,34592942.0,United States,,6385,Consumer Discretionary,Auto Parts:O.E.M.,2.18,9.633404139490565,101.04999589920044,1.05381160741377,94.64286227463458,21680.0,19043.0,0.0,0.0
KURA,Kura Oncology Inc. Common Stock,$22.83,0.52,2.331%,1738206865.0,United States,,685927,Health Care,Biotechnology: Pharmaceutical Preparations,21.69,5.461158904718455,163198.0,1.0534236298107542,75.62752926390091,1422240.0,1050639.0,0.0,0.0
ACHV,Achieve Life Sciences Inc. Common Shares,$4.42,0.07,1.609%,93552659.0,United States,,51110,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,4.56,5.780119028644148,15292.550641059875,1.0532407430403026,34.51326848582615,155420.0,68546.0,0.0,0.0
SANA,Sana Biotechnology Inc. Common Stock,$9.85,0.58,6.257%,2171408436.0,United States,2021.0,1158411,Health Care, Medicinal Chemicals and Botanical Products ,8.65,10.01655711914382,92007.29772090912,1.0527343724534148,110.97560535932413,1728360.0,1693669.0,0.0,0.0
CLRO,ClearOne Inc. (DE) Common Stock,$2.00,-0.06,-2.913%,47921368.0,United States,,7734183,Utilities,Telecommunications Equipment,1.73,10.321556805044052,1170.0,1.0526315921561542,101.16278956940911,16307450.0,519926.0,0.0,0.0
TBIO,Telesis Bio Inc. Common Stock,$0.5433,0.0003,0.055%,16290149.0,United States,2000.0,60313,Health Care,Medical Specialities,0.539,18.71831759071818,33.57800051569939,1.0516129112888697,53.99999540192732,101510.0,38384.0,0.0,0.0
ERNA,Eterna Therapeutics Inc. Common Stock,$2.24,-0.20,-8.197%,12119141.0,United States,,7007,Health Care,Biotechnology: Pharmaceutical Preparations,2.3,10.070178488666093,38.60999858379364,1.051470538607725,37.724551582110756,16560.0,3726.0,0.0,0.0
PCT,PureCycle Technologies Inc. Common stock,$5.36,0.42,8.502%,880833006.0,United States,,2421873,Utilities,Environmental Services,5.95,11.011115090931378,63852.319259643555,1.0511181602434825,61.68477449263329,2856800.0,1629969.0,1.0,0.0
COYA,Coya Therapeutics Inc. Common Stock,$9.79,0.78,8.657%,98197968.0,United States,2022.0,108526,Health Care,Biotechnology: Pharmaceutical Preparations,10.07,8.615987914969425,2216.2999153137207,1.0508771879924703,46.5793284217023,193320.0,126603.0,0.0,1.0
APGE,Apogee Therapeutics Inc. Common Stock,$69.80,0.46,0.663%,3535765836.0,United States,2023.0,575699,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),66.22,7.805313216387844,132103.9529724121,1.0500304896498112,167.12383531710918,1366270.0,641516.0,0.0,0.0
CREX,Creative Realities Inc. Common Stock,$3.60,-0.03,-0.826%,37472497.0,United States,,31604,Technology,EDP Services,4.2,7.426938721010545,1146.6000080108643,1.0500000458497285,85.84070030921623,54440.0,48021.0,0.0,1.0
IONM,Assure Holdings Corp. Common Stock,$0.48,0.06,14.286%,3225821.0,United States,,2475364,Health Care,Medical/Dental Instruments,0.511,18.15279591147818,1362.899957448244,1.0499999515712268,78.67131249421668,5140290.0,783457.0,0.0,1.0
BLND,Blend Labs Inc. Class A Common Stock,$2.61,-0.40,-13.289%,647799236.0,United States,2021.0,5585392,Technology,EDP Services,3.25,11.740737935094291,48595.67963218689,1.0499999503294646,47.05882099101863,3396320.0,4207075.0,0.0,1.0
JVA,Coffee Holding Co. Inc. Common Stock,$1.32,-0.08,-5.714%,7535351.0,United States,2005.0,38132,Consumer Staples,Packaged Foods,1.31,6.320296569830353,152.6399917602539,1.0495049037508908,42.39129554515541,29660.0,28294.0,0.0,1.0
LIFE,aTyr Pharma Inc. Common Stock,$1.63,0.01,0.617%,95452899.0,United States,2015.0,299706,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2.0,7.3948090366035,7043.199783325195,1.0472972515815366,52.67176239385368,703800.0,398458.0,1.0,1.0
FULC,Fulcrum Therapeutics Inc. Common Stock,$11.36,0.45,4.125%,703583543.0,United States,2019.0,1183382,Health Care,Biotechnology: Pharmaceutical Preparations,10.1,7.748689610374804,22990.599369049072,1.0466867393091706,79.71531293839111,809440.0,501115.0,0.0,0.0
INZY,Inozyme Pharma Inc. Common Stock,$5.77,0.05,0.874%,356359516.0,United States,2020.0,544272,Health Care,Biotechnology: Pharmaceutical Preparations,5.69,6.8751475274682505,12504.649362564087,1.0466200025742538,45.15305985911895,644270.0,617013.0,0.0,0.0
ACET,Adicet Bio Inc. Common Stock ,$2.25,-0.11,-4.661%,97120175.0,United States,2018.0,809107,Health Care,Biotechnology: Pharmaceutical Preparations,2.03,7.254184557931298,8675.040066719055,1.0464135606860823,39.04109029793177,2022690.0,1103787.0,1.0,0.0
VTYX,Ventyx Biosciences Inc. Common Stock,$8.41,-0.01,-0.119%,498312255.0,United States,2021.0,1720977,Health Care, Medicinal Chemicals and Botanical Products ,7.9,21.16461086894259,25949.489634275436,1.0463917069663695,279.8077108239288,3071460.0,1025969.0,0.0,0.0
CATX,Perspective Therapeutics Inc. Common Stock,$1.12,-0.03,-2.609%,314239549.0,United States,,2817341,Health Care,Medical/Dental Instruments,1.12,9.434754443938465,4116.729989558458,1.0444444694636787,229.4117626434379,4587100.0,10676430.0,0.0,0.0
RNA,Avidity Biosciences Inc. Common Stock,$24.83,2.14,9.431%,1979434515.0,United States,2020.0,1494146,Health Care,Biotechnology: Pharmaceutical Preparations,23.79,8.359191439500524,80834.14910793304,1.0443101275791464,183.21430947504996,1587460.0,1320496.0,0.0,0.0
EQ,Equillium Inc. Common Stock,$2.63,0.10,3.953%,92363622.0,United States,2018.0,97491,Health Care,Biotechnology: Pharmaceutical Preparations,2.69,16.21527274202368,1291.5,1.041666625274554,268.49314889533815,173350.0,183217.0,0.0,0.0
SNSE,Sensei Biotherapeutics Inc. Common Stock,$0.94,-0.0144,-1.509%,23566721.0,United States,2021.0,189646,Health Care,Biotechnology: Pharmaceutical Preparations,1.07,9.547188033819554,252.22200804948807,1.0409836492732385,71.20000839233398,79350.0,36493.0,0.0,1.0
GBIO,Generation Bio Co. Common Stock,$3.00,-0.10,-3.226%,199431333.0,United States,2020.0,296601,Health Care,Biotechnology: Pharmaceutical Preparations,2.97,9.640015517635936,3681.0399408340454,1.0409356325621213,74.70587913552792,296580.0,124302.0,0.0,0.0
ALRN,Aileron Therapeutics Inc. Common Stock,$5.57,0.32,6.095%,27212302.0,United States,2017.0,24191,Health Care,Biotechnology: Pharmaceutical Preparations,5.37,7.252591114741036,887.2600374221802,1.0409207371658398,73.22580808903504,22410.0,23159.0,0.0,0.0
MAX,MediaAlpha Inc. Class A Common Stock,$19.70,-0.05,-0.253%,1288996275.0,United States,2020.0,300451,Industrials,Industrial Machinery/Components,19.34,5.7903418814217344,17560.200296401978,1.0405157042327422,74.54873904113728,398230.0,282386.0,0.0,0.0
SNCR,Synchronoss Technologies Inc. Common Stock,$9.38,-0.94,-9.109%,97277654.0,United States,2018.0,281305,Technology,EDP Services,8.36,14.635699276483138,1499.099949836731,1.040145946975534,45.1388771611236,134170.0,67260.0,0.0,1.0
DSP,Viant Technology Inc. Class A Common Stock,$10.66,-0.26,-2.381%,669754912.0,United States,2021.0,120368,Technology,EDP Services,10.0,7.751109647800036,18606.40106201172,1.0388601911561157,38.50415914949156,201360.0,142536.0,0.0,0.0
PGEN,Precigen Inc. Common Stock,$1.52,0.015,0.997%,378357026.0,United States,,695881,Health Care,Biotechnology: Pharmaceutical Preparations,1.44,7.684219413613613,13627.800339460373,1.0387597465148377,30.909093273572637,1037550.0,1115845.0,0.0,0.0
JYNT,The Joint Corp. Common Stock,$11.97,-0.30,-2.445%,176871629.0,United States,2014.0,127589,Miscellaneous,Multi-Sector Companies,13.09,6.97872975915379,7934.550290107727,1.038716856520648,44.32194700136185,216590.0,167900.0,0.0,1.0
DYN,Dyne Therapeutics Inc. Common Stock,$27.77,0.67,2.472%,2275975548.0,United States,2020.0,1437798,Health Care, Medicinal Chemicals and Botanical Products ,27.52,7.4419452165025435,242024.31798362732,1.0384862332005897,135.01281270805634,2133400.0,709705.0,0.0,0.0
BEAT,Heartbeam Inc. Common Stock,$2.29,-0.03,-1.293%,60293483.0,United States,2021.0,172301,Technology,Retail: Computer Software & Peripheral Equipment,2.31,12.887448923130407,970.3800028562546,1.0384615796087306,95.76271571704845,426990.0,90518.0,0.0,0.0
PEPG,PepGen Inc. Common Stock,$13.75,-0.14,-1.008%,444874306.0,United States,2022.0,91076,Health Care,Biotechnology: Pharmaceutical Preparations,13.97,9.683694899404816,1765.589970588684,1.0377643511060102,114.92308103121245,155080.0,48438.0,0.0,0.0
ADVM,Adverum Biotechnologies Inc. Common Stock,$1.80,-0.01,-0.552%,181848913.0,United States,2014.0,1640372,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1.65,9.67135251030664,2999.847579770088,1.0377108541281137,108.83432744820747,2286700.0,4086737.0,1.0,0.0
EVER,EverQuote Inc. Class A Common Stock,$19.10,0.80,4.372%,653787881.0,United States,2018.0,1078985,Technology,Computer Software: Programming Data Processing,17.11,7.407441067981924,13144.620306015015,1.037070509209467,42.10964007111369,530290.0,259890.0,0.0,0.0
ALLO,Allogene Therapeutics Inc. Common Stock,$4.88,-0.02,-0.408%,821190111.0,United States,2018.0,2561892,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),4.39,8.526467293772955,178653.7648525238,1.0360656181095564,57.9136658872323,3563730.0,1945627.0,0.0,0.0
BCLI,Brainstorm Cell Therapeutics Inc. Common Stock,$0.3306,0.0225,7.303%,16193313.0,United States,,682017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0.3557,10.853426416595235,1217.9999649524689,1.0357142515024362,89.4736941171156,427880.0,661561.0,1.0,0.0
DUOT,Duos Technologies Group Inc. Common Stock,$4.30,0.00,0.00%,31162663.0,United States,,24098,Technology,Computer Software: Prepackaged Software,3.99,7.74137038055922,660.100005865097,1.035369819043359,37.58620270083846,20920.0,13669.0,0.0,0.0
NUVB,Nuvation Bio Inc. Class A Common Stock,$2.41,0.08,3.433%,527901388.0,United States,2020.0,604178,Health Care,Biotechnology: Pharmaceutical Preparations,2.0,8.07419747279976,10930.640069961548,1.0347221877287949,41.843974989045,928830.0,2440126.0,0.0,0.0
OSCR,Oscar Health Inc. Class A Common Stock,$14.25,-0.35,-2.397%,3273612614.0,United States,2021.0,3456254,Finance,Accident &Health Insurance,13.8,5.425271565127687,259677.74985218048,1.03364491745503,71.21587434596107,2982550.0,2175636.0,1.0,0.0
TARA,Protara Therapeutics Inc.  Common Stock,$3.65,0.08,2.241%,41481896.0,United States,2014.0,55077,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),4.0,10.26428241519155,392.4600030183792,1.0333333686546053,119.78021344619178,75840.0,88511.0,0.0,0.0
DRCT,Direct Digital Holdings Inc. Class A Common Stock,$26.79,3.88,16.936%,382304686.0,United States,2022.0,257717,Technology,Computer Software: Programming Data Processing,27.2,13.965228343142577,20316.16015625,1.0333333002196432,139.4366336705977,209900.0,300858.0,0.0,0.0
NBSE,NeuBase Therapeutics Inc.  Common Stock,$0.9211,-0.0289,-3.042%,3434972.0,United States,,58609,Health Care,Biotechnology: Pharmaceutical Preparations,1.03,12.3538540188161,134.8128010368347,1.0333333002196432,55.4716881996123,115763.0,99960.0,0.0,1.0
PUBM,PubMatic Inc. Class A Common Stock,$22.98,1.19,5.461%,1149196571.0,United States,2020.0,1098368,Technology,Computer Software: Prepackaged Software,22.88,5.1619278035835325,66654.60865020752,1.0328992143397058,34.905662711467166,647550.0,280314.0,0.0,0.0
FWBI,First Wave BioPharma Inc. Common Stock,$6.53,0.85,14.965%,4407743.0,United States,2016.0,119649,Health Care,Biotechnology: Pharmaceutical Preparations,4.85,14.417986054260279,2293.6700189113617,1.032738135996658,32.87670624414976,186560.0,35547.0,0.0,0.0
MGNX,MacroGenics Inc. Common Stock,$16.56,-1.04,-5.909%,1033874135.0,United States,2013.0,1932450,Health Care,Biotechnology: Pharmaceutical Preparations,15.58,8.397999698885661,132265.41625022888,1.0323955779429188,58.49440533700599,2314200.0,1593211.0,0.0,0.0
NNBR,NN Inc. Common Stock,$4.37,0.21,5.048%,206931780.0,United States,1994.0,258796,Industrials,Industrial Machinery/Components,5.02,7.806492056660064,5739.139764308929,1.0320986744398577,58.86075457516564,246050.0,216548.0,1.0,0.0
TRVI,Trevi Therapeutics Inc. Common Stock,$2.97,0.08,2.768%,189657137.0,United States,2019.0,338694,Health Care,Biotechnology: Pharmaceutical Preparations,3.46,10.559725806657184,3178.0598611831665,1.0314960334281627,168.21706515222195,301060.0,156199.0,0.0,1.0
DTST,Data Storage Corporation Common Stock,$6.67,1.03,18.262%,45753712.0,United States,,554376,Technology,EDP Services,6.27,12.457633922459287,731.6000118255615,1.0314685859752015,107.61589471940738,221380.0,174124.0,0.0,0.0
CRNX,Crinetics Pharmaceuticals Inc. Common Stock,$40.50,-0.25,-0.613%,2818646181.0,United States,2018.0,643152,Health Care,Biotechnology: Pharmaceutical Preparations,45.18,6.666939908723757,268094.7611618042,1.0307973902771623,30.99448566679279,942410.0,3088782.0,0.0,0.0
CIX,CompX International Inc. Common Stock,$32.10,-0.33,-1.018%,395271600.0,United States,1998.0,8563,Consumer Discretionary,Industrial Machinery/Components,35.24,8.736508963165313,1662.0399322509766,1.0307479642402346,47.44770812106764,21620.0,17464.0,0.0,0.0
TPC,Tutor Perini Corporation Common Stock,$12.68,0.08,0.635%,659683302.0,United States,1970.0,340488,Consumer Discretionary,General Bldg Contractors - Nonresidential Bldgs,13.12,5.044968288029494,17294.1295337677,1.0303398066679892,53.81008553665089,526790.0,535589.0,0.0,0.0
HIMS,Hims & Hers Health Inc. Class A Common Stock,$15.12,0.50,3.42%,3239464733.0,United States,2019.0,5140121,Health Care,Medical/Nursing Services,15.64,6.626873279467649,235698.85861873627,1.029620854553247,87.52997670473283,5643470.0,4226862.0,0.0,1.0
SPIR,Spire Global Inc. Class A Common Stock,$12.17,0.33,2.787%,287683831.0,United States,2020.0,203750,Consumer Discretionary,Telecommunications Equipment,16.01,10.384996476811036,17578.339470863342,1.0295420693986126,126.77054332352667,987170.0,7593094.0,0.0,0.0
SILK,Silk Road Medical Inc. Common Stock,$15.48,-0.40,-2.519%,606423102.0,United States,2019.0,521787,Health Care,Medical/Dental Instruments,18.42,6.308947928421693,235717.62420463562,1.0288659842466115,84.56914750685823,915610.0,635439.0,1.0,1.0
CRGX,CARGO Therapeutics Inc. Common Stock,$30.92,1.85,6.364%,1274062991.0,United States,2023.0,371377,,,27.29,12.105163301777399,43936.72172546387,1.028392691679123,46.56283397166,772130.0,496797.0,0.0,0.0
KINS,Kingstone Companies Inc. Common Stock,$3.81,0.01,0.263%,40993047.0,United States,,11397,Finance,Specialty Insurers,3.91,7.150523473248871,192.74999499320984,1.0279999732971192,73.77778159247505,20600.0,59156.0,0.0,1.0
LRMR,Larimar Therapeutics Inc. Common Stock,$9.30,0.53,6.043%,408324898.0,United States,2014.0,518471,Health Care,Biotechnology: Pharmaceutical Preparations,8.59,9.138853807311097,2641.2001419067383,1.0277443301530769,123.69792564034792,714620.0,768100.0,1.0,0.0
UGRO,urban-gro Inc. Common Stock,$2.08,0.12,6.122%,24274806.0,United States,,58186,Consumer Discretionary,Industrial Specialties,2.15,10.595075755993633,120.07999849319458,1.0270270009037352,83.76069865204855,70410.0,34542.0,1.0,0.0
SG,Sweetgreen Inc. Class A Common Stock,$21.37,1.57,7.929%,2414377856.0,United States,2021.0,4276951,Consumer Discretionary,Restaurants,22.95,5.781175366985325,201740.273314476,1.0267591179391713,112.3034215733473,2951000.0,2445975.0,0.0,1.0
VXRT,Vaxart Inc Common Stock,$1.13,-0.01,-0.877%,171803889.0,United States,,995334,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1.16,8.807384583617473,6846.069830417633,1.0266666412353516,93.33332008785725,1603570.0,2910397.0,1.0,0.0
ULCC,Frontier Group Holdings Inc. Common Stock,$7.61,0.11,1.467%,1699879154.0,United States,2021.0,1342130,Consumer Discretionary,Air Freight/Delivery Services,7.0,5.363251227886101,121242.63461065292,1.0260869321841144,36.71875305590226,2162980.0,1480262.0,0.0,0.0
PODC,PodcastOne Inc. Common Stock,$2.35,-0.17,-6.746%,54402820.0,United States,,184101,,,2.19,13.72672705968001,785.2600213289261,1.0259740792552918,51.03448173804179,77830.0,28971.0,0.0,0.0
QRTEA,Qurate Retail Inc. Series A Common Stock ,$1.27,-0.02,-1.55%,497520087.0,United States,,2178116,Consumer Discretionary,Catalog/Specialty Distribution,1.11,10.201677981511814,21857.91980934143,1.0249999757856134,30.588233314171028,3102480.0,2936846.0,0.0,0.0
AIRG,Airgain Inc. Common Stock,$5.37,0.75,16.234%,56409686.0,United States,2016.0,65972,Technology,Radio And Television Broadcasting And Communications Equipment,5.25,10.473704309289511,303.029993057251,1.0246153611403246,45.42936710696613,46390.0,8176.0,0.0,0.0
NGM,NGM Biopharmaceuticals Inc. Common Stock,$1.53,-0.01,-0.649%,127697484.0,United States,2019.0,363556,Health Care,Biotechnology: Pharmaceutical Preparations,1.56,5.817560173049152,5247.999882698059,1.0239999771118165,78.89908031124561,862060.0,1316188.0,1.0,0.0
SNDA,Sonida Senior Living Inc. Common Stock,$25.83,-1.16,-4.298%,297786941.0,United States,,32572,Health Care,Hospital/Nursing Management,27.72,15.148386851369434,63.35000133514404,1.0237556600138176,171.76470423239735,64300.0,36606.0,0.0,1.0
VSTM,Verastem Inc. Common Stock,$10.74,-0.10,-0.923%,271379415.0,United States,2012.0,98869,Health Care,Biotechnology: Pharmaceutical Preparations,11.31,7.118792330548418,12203.240131378174,1.0230991109901553,45.5598513176324,144620.0,194570.0,1.0,0.0
AGIO,Agios Pharmaceuticals Inc. Common Stock,$30.00,-0.29,-0.957%,1685845410.0,United States,2013.0,518166,Health Care,Biotechnology: Pharmaceutical Preparations,30.09,5.0194094113195975,114023.88442611694,1.0207743403077334,30.485693189317754,736320.0,544618.0,0.0,0.0
