Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry,currentPrice,adr_pct_20_days,volume_dollars_1day,price_growth_one_month,move_higher_3_months_percent,avg_volume_10_days,volume_cal
CVNA,Carvana Co. Class A Common Stock,$79.67,3.39,4.444%,16085309344.0,United States,2017.0,3060218,Consumer Discretionary,Other Specialty Stores,80.79,8.490113622913942,3136898.232131958,1.1171627888796674,33.77926592082742,5478460.0,3212099.0
DIBS,1stdibs.com Inc. Common Stock,$6.06,0.65,12.015%,240859615.0,United States,2021.0,160762,Consumer Discretionary,Catalog/Specialty Distribution,5.95,7.627820599595725,2058.689943790436,1.11516524771825,34.3049264548184,118480.0,50898.0
GRTX,Galera Therapeutics Inc. Common Stock,$0.215,-0.0017,-0.784%,11694317.0,United States,2019.0,231634,Health Care,Biotechnology: Pharmaceutical Preparations,0.2423,13.615715091431602,3372.4249425679445,1.1146496253069924,84.61538726056126,532970.0,343956.0
MGNX,MacroGenics Inc. Common Stock,$16.56,-1.04,-5.909%,1033874135.0,United States,2013.0,1932450,Health Care,Biotechnology: Pharmaceutical Preparations,15.6,8.39129713264526,200508.0,1.1142060807759455,70.6392283978808,2395320.0,755710.0
CADL,Candel Therapeutics Inc. Common Stock,$1.57,-0.04,-2.484%,45404102.0,United States,2021.0,16151,Health Care,Biotechnology: Pharmaceutical Preparations,1.4,7.4745971218140195,149.63999557495117,1.1120689646313222,35.18518334553573,61520.0,12236.0
ATXS,Astria Therapeutics Inc. Common Stock,$15.00,0.52,3.591%,823545915.0,United States,2015.0,569496,Health Care,Biotechnology: Pharmaceutical Preparations,15.61,8.311646927620341,24163.98005962372,1.1114306403837404,167.26093301805923,1440530.0,991992.0
KPTI,Karyopharm Therapeutics Inc. Common Stock,$1.42,-0.03,-2.069%,163395258.0,United States,2013.0,737955,Health Care,Biotechnology: Pharmaceutical Preparations,1.47,12.854406383617235,10120.391640901566,1.1101448919812662,84.31123600041572,1434900.0,442406.0
PROP,Prairie Operating Co. Common Stock,$9.70,-0.51,-4.995%,,United States,,31508,Finance,Investment Bankers/Brokers/Service,12.01,6.753062889140082,1640.5999851226807,1.1070175708642782,101.66667302449544,66090.0,73536.0
CXAI,CXApp Inc. Class A Common Stock,$3.24,1.21,59.606%,49424220.0,United States,2021.0,24719041,Technology,EDP Services,2.83,29.508554608169568,2412.239969730377,1.106796133359783,95.0757534365463,4856280.0,1455019.0
KURA,Kura Oncology Inc. Common Stock,$22.83,0.52,2.331%,1738206865.0,United States,,685927,Health Care,Biotechnology: Pharmaceutical Preparations,21.04,5.458737541748349,69615.90801143646,1.1053423342775595,62.37772750675879,1362690.0,575584.0
FATE,Fate Therapeutics Inc. Common Stock,$7.64,-0.02,-0.261%,758174561.0,United States,2013.0,1829847,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),7.04,9.978018971225456,148787.85689115524,1.104878125653107,114.28572256773188,3176860.0,1382794.0
ABSI,Absci Corporation Common Stock,$4.88,-0.06,-1.215%,453539768.0,United States,2021.0,1032895,Health Care,Biotechnology: Pharmaceutical Preparations,4.66,10.337324133344472,55542.081398010254,1.1035599289805815,53.82164848218866,1356980.0,699756.0
STIM,Neuronetics Inc. Common Stock,$4.22,-0.09,-2.088%,125570544.0,United States,2018.0,104425,Health Care,Medical/Dental Instruments,3.79,10.059195083677386,5438.159890651703,1.1029900145387808,62.11813208797577,245660.0,55220.0
LFMD,LifeMD Inc. Common Stock,$8.90,0.52,6.205%,359257818.0,United States,,1265396,Health Care,Medical/Nursing Services,10.84,7.768703286521705,35921.33988618851,1.1025640913675883,36.9493685257662,1196270.0,560614.0
TALK,Talkspace Inc. Common Stock,$3.24,-0.04,-1.22%,541387862.0,United States,2020.0,1567839,Health Care,Medical/Nursing Services,3.3,5.293047775884752,14149.100680351257,1.1018518610500991,34.97941898276901,1406510.0,441378.0
ORIC,Oric Pharmaceuticals Inc. Common Stock,$15.23,0.91,6.355%,1026134150.0,United States,2020.0,736248,Health Care,Biotechnology: Pharmaceutical Preparations,14.68,7.583448614806376,37554.96171569824,1.099890322215263,70.02288381955086,791020.0,482951.0
NPCE,Neuropace Inc. Common Stock,$13.38,-0.29,-2.121%,379251243.0,United States,2021.0,87499,Health Care,Medical Specialities,12.84,8.828861532488052,26950.93992805481,1.0992307662963867,36.96970648600671,133100.0,25792.0
JVA,Coffee Holding Co. Inc. Common Stock,$1.32,-0.08,-5.714%,7535351.0,United States,2005.0,38132,Consumer Staples,Packaged Foods,1.26,6.295323903517436,1006.7700129747391,1.0990099255307824,50.00000677325512,28090.0,14233.0
BHIL,Benson Hill Inc. Common Stock,$0.2037,0.0137,7.211%,42446809.0,United States,2021.0,751709,Consumer Staples,Packaged Foods,0.2449,14.592594834046558,923.9999875426292,1.098039221415287,81.99999403953576,1083610.0,2453132.0
CGEM,Cullinan Oncology Inc. Common Stock,$16.98,0.04,0.236%,726415335.0,United States,2021.0,333388,Health Care,Biotechnology: Pharmaceutical Preparations,15.32,5.479107609002365,32642.360649108887,1.0967127541105908,69.49890961162394,559130.0,150176.0
PYXS,Pyxis Oncology Inc. Common Stock,$5.35,-0.35,-6.14%,237128296.0,United States,2021.0,986049,Health Care,Biotechnology: Pharmaceutical Preparations,4.9,12.41614621184619,6924.7597732543945,1.096470552332261,184.29750329122717,628810.0,537220.0
HOWL,Werewolf Therapeutics Inc. Common Stock,$6.22,-0.38,-5.758%,265825328.0,United States,2021.0,671241,Health Care,Biotechnology: Pharmaceutical Preparations,6.02,8.900990042414714,4610.7000207901,1.0958549570034317,99.3355488043229,197570.0,81338.0
GLYC,GlycoMimetics Inc. Common Stock,$2.55,-0.07,-2.672%,164202900.0,United States,2014.0,423641,Health Care,Biotechnology: Pharmaceutical Preparations,2.8,7.807653927527247,8051.96005153656,1.0955882307825204,38.9671304747283,307420.0,224198.0
ALGS,Aligos Therapeutics Inc. Common Stock,$0.87,0.00,0.00%,65190708.0,United States,2020.0,1290604,Health Care,Biotechnology: Pharmaceutical Preparations,0.92,13.720614568807378,637.5810188055038,1.0951613142016525,54.23729943667547,558560.0,149971.0
EWTX,Edgewise Therapeutics Inc. Common Stock,$17.41,-0.31,-1.749%,1621055946.0,United States,2021.0,492526,Health Care,Biotechnology: Pharmaceutical Preparations,15.53,5.629067527185372,1045886.2369403839,1.0948782643927952,76.63756085920643,1171970.0,289538.0
LTRN,Lantern Pharma Inc. Common Stock,$6.89,-0.81,-10.519%,74887686.0,United States,2020.0,421277,Health Care,Biotechnology: Pharmaceutical Preparations,9.96,16.285313533742098,888.799991607666,1.094850921193809,92.36277588414883,883360.0,577563.0
ASPI,ASP Isotopes Inc. Common Stock,$4.00,0.03,0.756%,195093104.0,United States,2022.0,582336,Industrials,Major Chemicals,4.67,12.384572980876008,10695.359607696533,1.0947368156876918,150.06629617384272,519460.0,913494.0
SYRA,Syra Health Corp. Class A Common Stock,$1.77,0.00,0.00%,24641299.0,United States,2023.0,86761,Industrials,Other Specialty Stores,1.66,13.859049260820843,153.21999961137772,1.0930232348604552,52.369370515891625,108140.0,25172.0
STTK,Shattuck Labs Inc. Common Stock,$9.13,0.40,4.582%,433444769.0,United States,2020.0,363217,Health Care,Biotechnology: Pharmaceutical Preparations,8.27,7.602090130040873,29702.86150741577,1.0920097103901314,32.40094069190517,428920.0,182024.0
FEMY,Femasys Inc. Common Stock,$1.81,-0.10,-5.236%,39185818.0,United States,2021.0,552799,Health Care,Medical/Dental Instruments,1.94,16.90108423955885,5320.000079274178,1.0899182320126142,130.16759627715376,793620.0,473223.0
ASMB,Assembly Biosciences Inc. Common Stock,$12.64,-0.14,-1.095%,69302377.0,United States,2010.0,9544,Health Care,Biotechnology: Pharmaceutical Preparations,11.8,5.191941878087314,7285.094184570313,1.088607615311101,31.578949019519264,13670.0,2777.0
OCEA,Ocean Biomedical Inc. Common Stock,$4.18,0.33,8.571%,142428300.0,United States,2021.0,1060568,Health Care,Biotechnology: Pharmaceutical Preparations,4.05,46.27547502718903,661.0879821777344,1.0884615490422451,641.6666776482481,10616840.0,1171155.0
HIPO,Hippo Holdings Inc. Common Stock,$18.85,0.16,0.856%,458260314.0,United States,2021.0,226514,Finance,Property-Casualty Insurers,17.14,9.657813679058291,8126.520294189453,1.0877419748613912,87.34462383099469,322570.0,55267.0
RZLT,Rezolute Inc. Common Stock (NV),$1.92,-0.03,-1.538%,76080520.0,United States,,156225,Health Care,Biotechnology: Pharmaceutical Preparations,1.79,10.31173148136264,715.0,1.086956502021148,109.51302263585909,225140.0,80841.0
TAYD,Taylor Devices Inc. Common Stock,$42.18,0.26,0.62%,129179371.0,United States,,11279,Industrials,Industrial Machinery/Components,42.41,6.136085205627317,4258.200107574463,1.0855500033868808,77.88247072936679,28560.0,10492.0
AKBA,Akebia Therapeutics Inc. Common Stock,$1.41,-0.01,-0.704%,265629075.0,United States,2014.0,2061490,Health Care,Biotechnology: Pharmaceutical Preparations,1.89,9.38154840670531,39639.599324941635,1.0852713314402775,59.24368821903734,4525560.0,2790126.0
TCON,TRACON Pharmaceuticals Inc. Common Stock,$0.631,0.241,61.795%,28713340.0,United States,2015.0,26475446,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0.3611,23.53755709942633,1350.6839747428894,1.085106342504769,105.53192946424141,10521320.0,8122103.0
SNSE,Sensei Biotherapeutics Inc. Common Stock,$0.94,-0.0144,-1.509%,23566721.0,United States,2021.0,189646,Health Care,Biotechnology: Pharmaceutical Preparations,1.055,9.498167887449238,514.7999972105026,1.0849314726233423,63.492060188203084,79440.0,11337.0
HYLN,Hyliion Holdings Corp. Class A Common Stock,$1.73,0.03,1.765%,316950489.0,United States,2019.0,622361,Consumer Discretionary,Construction/Ag Equipment/Trucks,1.5,10.786070380859613,14161.649822294712,1.0844748881749486,112.55350388595089,1001660.0,544851.0
ELMD,Electromed Inc. Common Stock,$16.92,-0.28,-1.628%,145600441.0,United States,2011.0,22151,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,17.28,5.267225750339399,278.97998809814453,1.08383837936241,60.84111580610036,48110.0,8530.0
OSS,One Stop Systems Inc. Common Stock,$3.70,0.14,3.933%,76234985.0,United States,2018.0,112498,Technology,Computer Manufacturing,3.74,14.393339823004458,292.9400086402893,1.0837989377453114,92.36842196073559,134790.0,43599.0
VERI,Veritone Inc. Common Stock,$2.17,0.46,26.901%,80403511.0,United States,2017.0,23147293,Technology,EDP Services,3.45,21.91833464420081,4549.480154037476,1.0833334097495473,108.54923340703925,7119480.0,4024220.0
IGMS,IGM Biosciences Inc. Common Stock,$9.95,0.00,0.00%,584926551.0,United States,2019.0,300336,Health Care,Biotechnology: Pharmaceutical Preparations,10.44,10.387597670522442,24080.281047821045,1.0823045441108208,31.04112364895887,269280.0,39766.0
VGAS,Verde Clean Fuels Inc. Class A Common Stock,$4.06,-0.10,-2.404%,129464614.0,United States,2021.0,8624,Industrials,Major Chemicals,3.32,14.082149988897807,122.37999391555786,1.0820512017946684,56.986903427772084,30030.0,14890.0
WAVD,WaveDancer Inc. Common Stock,$2.82,-0.14,-4.73%,5677168.0,United States,,21321,Technology,Computer Software: Prepackaged Software,3.39,18.965789208470916,227.37000477313995,1.0816326547162194,126.98026239219796,1014790.0,253909.0
BLND,Blend Labs Inc. Class A Common Stock,$2.61,-0.40,-13.289%,647799236.0,United States,2021.0,5585392,Technology,EDP Services,3.09,11.740737935094291,30476.861085414886,1.0807175180348152,38.59649673173089,3141820.0,2339496.0
RNXT,RenovoRx Inc. Common Stock,$1.66,-0.03,-1.775%,17751343.0,United States,2021.0,20002,Health Care,Biotechnology: Pharmaceutical Preparations,1.33,11.328402731612597,120.96000480651855,1.0800000429153442,92.62294801644371,29620.0,14080.0
AIRG,Airgain Inc. Common Stock,$5.37,0.75,16.234%,56409686.0,United States,2016.0,65972,Technology,Radio And Television Broadcasting And Communications Equipment,5.25,10.47322792626193,207.8999969959259,1.0798429183557574,46.32151972546653,58280.0,4104.0
PRPL,Purple Innovation Inc. Common Stock,$1.66,-0.38,-18.627%,175546472.0,United States,2015.0,3237567,Consumer Discretionary,Home Furnishings,1.51,12.800568139970503,5469.790035009384,1.0797101555689872,34.347825140493335,1294200.0,445680.0
CIX,CompX International Inc. Common Stock,$32.10,-0.33,-1.018%,395271600.0,United States,1998.0,8563,Consumer Discretionary,Industrial Machinery/Components,31.84,8.509205439633384,4118.10004234314,1.0795343997526923,52.516706079539745,22510.0,11704.0
LABP,Landos Biopharma Inc. Common Stock,$6.48,-0.05,-0.766%,20196404.0,United States,2021.0,4915,Health Care, Medicinal Chemicals and Botanical Products ,6.64,6.895188317795364,226.32000732421875,1.0789474315935068,60.80282710943575,13180.0,4618.0
PRCH,Porch Group Inc. Common Stock,$4.02,0.23,6.069%,397475956.0,United States,2020.0,3117377,Technology,Computer Software: Prepackaged Software,3.59,11.315383327653228,28086.890484809875,1.078574920157703,44.96268260038156,3168130.0,739496.0
ARQ,Arq Inc. Common Stock,$5.09,1.62,46.686%,168890817.0,United States,,2038144,Industrials,Major Chemicals,5.81,9.712477033821898,9137.400269508362,1.0777777905326809,129.3893317327135,368120.0,189412.0
CAPR,Capricor Therapeutics Inc. Common Stock,$5.94,0.04,0.678%,186514022.0,United States,,165717,Health Care,Biotechnology: Pharmaceutical Preparations,6.76,8.542780974576347,5541.250288486481,1.0775401603027075,64.53900725209569,404220.0,770425.0
MRSN,Mersana Therapeutics Inc. Common Stock,$5.74,0.10,1.773%,696279260.0,United States,2017.0,1956547,Health Care,Biotechnology: Pharmaceutical Preparations,4.86,10.446787227233623,21623.090304374695,1.0775347614747823,145.07389038171286,3183400.0,1034039.0
DAVE,Dave Inc. Class A Common Stock,$33.78,-1.36,-3.87%,413431731.0,United States,,108351,Technology,Retail: Computer Software & Peripheral Equipment,33.27,14.036661533819949,7847.400121688843,1.0761154735197274,294.58335670213955,211060.0,37824.0
BTMD,Biote Corp. Class A Common Stock,$6.09,0.79,14.906%,443104862.0,United States,,289011,Health Care, Medicinal Chemicals and Botanical Products ,6.66,11.64649607692172,2652.7500450611115,1.0755336670975906,32.210727887625694,161170.0,53344.0
SGMO,Sangamo Therapeutics Inc. Common Stock,$0.7851,-0.076,-8.826%,139235114.0,United States,2000.0,2840561,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0.851,13.501477376666827,4493.500074744225,1.075000001862645,99.22499061785652,1897110.0,1227869.0
LCUT,Lifetime Brands Inc. Common Stock,$9.95,0.11,1.118%,217051648.0,United States,1991.0,81956,Consumer Discretionary,Industrial Machinery/Components,8.54,6.767660780434315,7195.039804458618,1.0737134532341133,54.43685980442679,99920.0,41914.0
DRRX,DURECT Corporation Common Stock,$1.13,-0.02,-1.739%,33706647.0,United States,2000.0,121584,Health Care,Biotechnology: Pharmaceutical Preparations,1.35,9.282514931118069,2541.8600664138794,1.073529428522067,138.46154904224503,173830.0,103248.0
BYSI,BeyondSpring Inc. Ordinary Shares,$3.01,0.00,0.00%,117149200.0,United States,2017.0,77158,Health Care,Biotechnology: Pharmaceutical Preparations,2.88,18.34466026281678,219.11999881267548,1.0731707352531021,228.94737254879817,824330.0,300461.0
LEE,Lee Enterprises Incorporated Common Stock,$10.40,0.05,0.483%,63888438.0,United States,,27083,Consumer Discretionary,Newspapers/Magazines,13.51,7.180421764323075,3630.120122909546,1.0730159310036298,66.95979771561456,67410.0,35917.0
XFOR,X4 Pharmaceuticals Inc. Common Stock,$0.8418,-0.0233,-2.693%,140825740.0,United States,2017.0,1589097,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0.9233,8.034001082511978,8677.053851246834,1.0728571427355007,36.10425989261352,1677510.0,2356855.0
COGT,Cogent Biosciences Inc. Common Stock,$6.56,0.21,3.307%,681671878.0,United States,2018.0,1202396,Health Care,Biotechnology: Pharmaceutical Preparations,6.74,8.594592033895566,75289.77250289917,1.0724298896222302,32.31225785318297,2025410.0,267640.0
CLSK,CleanSpark Inc. Common Stock,$17.11,0.62,3.76%,3388887941.0,United States,,32539807,Finance,Finance: Consumer Services,17.46,15.909897130040452,1473772.985449791,1.0717628781742776,59.1438071335934,41379450.0,26301121.0
XOMA,XOMA Corporation Common Stock,$25.61,-0.04,-0.156%,297737404.0,United States,1986.0,8628,Health Care,Biotechnology: Pharmaceutical Preparations,25.18,5.54535917384682,5333.199897766113,1.0716208909834688,38.98809579101403,21390.0,4209.0
QMCO,Quantum Corporation Common Stock,$0.563,0.0437,8.415%,53507862.0,United States,,497685,Technology,Electronic Components,0.64,13.62357110791146,449.10001784563065,1.0714286094417376,81.24999883584675,491840.0,275141.0
CDLX,Cardlytics Inc. Common Stock,$8.60,-0.05,-0.578%,337585656.0,United States,2018.0,544316,Technology,Computer Software: Programming Data Processing,13.06,9.218229257738697,37667.850465774536,1.0711805262361422,56.09221518033919,2840750.0,1736937.0
CYTK,Cytokinetics Incorporated Common Stock,$64.63,0.08,0.124%,6657194407.0,United States,2004.0,2084329,Health Care,Biotechnology: Pharmaceutical Preparations,63.75,5.064021697013676,2737905.2490386963,1.0710411827853237,80.72747436288394,4079340.0,768763.0
ESOA,Energy Services of America Corporation Common Stock,$7.73,0.07,0.914%,128401855.0,United States,,43342,Industrials,Water Sewer Pipeline Comm & Power Line Construction,7.77,8.074723968189556,7326.099885463715,1.0701754576758489,50.83025969853334,97950.0,66353.0
VINC,Vincerx Pharma Inc. Common Stock,$6.67,0.22,3.411%,142608402.0,United States,2020.0,355796,Health Care,Biotechnology: Pharmaceutical Preparations,4.91,22.104505698208786,2052.2601006031036,1.0700000524520874,869.8307686523572,970520.0,645063.0
ULBI,Ultralife Corporation Common Stock,$8.51,-0.20,-2.296%,139054362.0,United States,1992.0,98530,Miscellaneous,Industrial Machinery/Components,8.66,5.568733268569304,3176.320068359375,1.0693816033494536,34.3982176918205,82800.0,16861.0
GRPH,Graphite Bio Inc. Common Stock,$3.56,0.16,4.706%,207323457.0,United States,2021.0,1350727,Health Care, Medicinal Chemicals and Botanical Products ,3.23,8.81668109897551,986.8999898433685,1.0692307974459867,34.06113468921669,947430.0,351581.0
ALPN,Alpine Immune Sciences Inc. Common Stock,$36.61,0.16,0.439%,2126966352.0,United States,2015.0,868666,Health Care,Biotechnology: Pharmaceutical Preparations,35.47,5.5167078849942985,95985.92073822021,1.0689655562218259,107.47240633832786,1432450.0,1569011.0
PASG,Passage Bio Inc. Common Stock,$1.27,-0.07,-5.224%,70610471.0,United States,2020.0,94661,Health Care,Biotechnology: Pharmaceutical Preparations,1.46,13.010621827070977,870.2319893836975,1.068965478138739,102.8985448063976,321030.0,3304463.0
XOS,Xos Inc. Common Stock,$12.00,-1.40,-10.448%,71153160.0,United States,2020.0,10702,Consumer Discretionary,Construction/Ag Equipment/Trucks,12.45,10.029988662644085,1963.0800046920776,1.0682731249271897,60.14121235633827,10840.0,2596.0
CATX,Perspective Therapeutics Inc. Common Stock,$1.12,-0.03,-2.609%,314239549.0,United States,,2817341,Health Care,Medical/Dental Instruments,0.965,9.434754443938465,9968.159777194262,1.0666666710818256,251.47059996544684,3805950.0,8223712.0
TSBX,Turnstone Biologics Corp. Common Stock,$2.89,-0.01,-0.345%,66738987.0,United States,2023.0,104860,,,2.81,19.480807929093192,1102.0799753665924,1.0666666710818256,30.128213161704554,201910.0,21922.0
NOTV,Inotiv Inc. Common Stock,$8.28,-0.11,-1.311%,213546830.0,United States,,410943,Health Care,Biotechnology: Commercial Physical & Biological Resarch,8.95,11.938192260632752,3261.180100917816,1.0660377464586408,136.5285068023108,473090.0,290715.0
ORN,Orion Group Holdings Inc. Common,$8.49,0.03,0.355%,276339142.0,United States,,214146,Industrials,Military/Government/Technical,8.16,7.621982134660366,7333.4700808525085,1.0657084556840069,76.65952602183036,414650.0,83444.0
VERB,Verb Technology Company Inc. Common Stock,$0.153,-0.0005,-0.326%,2510468.0,United States,,347085,Technology,EDP Services,0.36,23.50218314179959,1370.4599497318268,1.065573719433001,120.4142029051445,79413380.0,46357518.0
ASST,Asset Entities Inc. Class B Common Stock,$0.5402,-0.0099,-1.80%,7575986.0,United States,2023.0,44541,Technology,Computer Software: Prepackaged Software,0.5117,11.105347418111332,113.32200390100479,1.0655270689136656,30.79487840193523,111440.0,20010.0
PXLW,Pixelworks Inc.  Common Stock,$2.75,-0.05,-1.786%,155907172.0,United States,2000.0,315938,Technology,Semiconductors,2.8,7.028136962156384,1942.7299151420593,1.0650405873703284,124.40000534057619,460020.0,117441.0
ATOS,Atossa Therapeutics Inc. Common Stock,$1.26,-0.05,-3.817%,157883121.0,United States,2012.0,1506047,Health Care,Biotechnology: Pharmaceutical Preparations,1.29,9.19628187412238,2931.4999744296074,1.0649350820252823,102.77777501830359,1415210.0,2265167.0
BEAT,Heartbeam Inc. Common Stock,$2.29,-0.03,-1.293%,60293483.0,United States,2021.0,172301,Technology,Retail: Computer Software & Peripheral Equipment,2.32,12.888103793386962,584.3199882507324,1.064102581737075,103.38984763132646,423430.0,61442.0
CCLDO,CareCloud Inc. 8.75% Series B Cumulative Redeemable Perpetual Preferred Stock,$5.26,-0.07,-1.313%,83492611.0,United States,,14231,Technology,Computer Software: Prepackaged Software,5.8,6.649881438043925,71.76000022888184,1.0640569645631925,40.85273433827802,6830.0,3466.0
ENTA,Enanta Pharmaceuticals Inc. Common Stock,$14.44,-0.10,-0.688%,305492395.0,United States,2013.0,168984,Health Care,Biotechnology: Pharmaceutical Preparations,13.51,5.592581316452838,19532.28006362915,1.0635785462954734,49.94571511853364,191730.0,46604.0
FORA,Forian Inc. Common Stock,$3.51,0.10,2.933%,108724044.0,United States,,95168,Technology,Computer Software: Prepackaged Software,3.31,11.004851369415514,471.6800117492676,1.0634920980324223,46.72130490784633,68180.0,4914.0
CRBP,Corbus Pharmaceuticals Holdings Inc. Common Stock,$47.08,2.50,5.608%,208266996.0,United States,,477998,Health Care,Biotechnology: Pharmaceutical Preparations,41.62,14.135026683133422,1339.500036239624,1.0633484267035134,680.7622263292333,503370.0,69647.0
CLRO,ClearOne Inc. (DE) Common Stock,$2.00,-0.06,-2.913%,47921368.0,United States,,7734183,Utilities,Telecommunications Equipment,1.83,10.321556805044052,169.67999839782715,1.0631578980390386,113.25301403818675,16256690.0,408447.0
TRVI,Trevi Therapeutics Inc. Common Stock,$2.97,0.08,2.768%,189657137.0,United States,2019.0,338694,Health Care,Biotechnology: Pharmaceutical Preparations,3.25,10.34346519013505,1425.600025177002,1.0629921607219088,152.30769936149667,317430.0,38703.0
SPIR,Spire Global Inc. Class A Common Stock,$12.17,0.33,2.787%,287683831.0,United States,2020.0,203750,Consumer Discretionary,Telecommunications Equipment,12.28,10.383619171727654,8222.440022468567,1.0624048457685857,125.06775545775011,233180.0,6235514.0
IKT,Inhibikase Therapeutics Inc. Common Stock,$2.23,-0.04,-1.762%,13768644.0,United States,2020.0,29335,Health Care,Biotechnology: Pharmaceutical Preparations,2.01,9.640673032015323,1045.7600173950195,1.0617284095972308,44.927536732658226,49640.0,53255.0
BAND,Bandwidth Inc. Class A Common Stock,$19.88,-0.65,-3.166%,522261297.0,United States,2017.0,617654,Technology,Computer Software: Prepackaged Software,18.88,6.588068932613678,33401.60093688965,1.061670564869245,37.81452398693185,460690.0,116423.0
APGE,Apogee Therapeutics Inc. Common Stock,$69.80,0.46,0.663%,3535765836.0,United States,2023.0,575699,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),65.44,7.805297237978359,196581.14198684692,1.0612694199419197,182.0413428096199,1937820.0,247293.0
TARA,Protara Therapeutics Inc.  Common Stock,$3.65,0.08,2.241%,41481896.0,United States,2014.0,55077,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),4.0,10.2319831654893,998.9299825429916,1.061111120677289,107.25389164295298,78810.0,61451.0
ACHV,Achieve Life Sciences Inc. Common Shares,$4.42,0.07,1.609%,93552659.0,United States,,51110,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,4.6,5.7631302702960685,1993.3199915885925,1.061032802365112,32.46377126080373,156930.0,34469.0
RSI,Rush Street Interactive Inc. Class A Common Stock,$5.93,0.03,0.508%,1322225010.0,United States,2020.0,956115,Consumer Discretionary,Services-Misc. Amusement & Recreation,5.9,5.424678931702798,100961.52461242676,1.0609911265070557,33.79311032773402,1956670.0,332173.0
HRTX,Heron Therapeutics Inc. Common Stock,$3.01,0.65,27.542%,451718646.0,United States,,17850883,Health Care,Biotechnology: Pharmaceutical Preparations,2.96,8.218229862298987,45444.95813369751,1.0609136466072735,70.97700507626038,4099510.0,1093821.0
RGLS,Regulus Therapeutics Inc. Common Stock,$2.43,0.07,2.966%,49141093.0,United States,2012.0,5877504,Health Care,Biotechnology: Pharmaceutical Preparations,2.36,15.624460944783936,23.18000054359436,1.060869612089854,67.42423866132307,17879620.0,283582.0
NKTR,Nektar Therapeutics  Common Stock,$0.85,-0.04,-4.494%,156075144.0,United States,,1469686,Health Care,Biotechnology: Pharmaceutical Preparations,0.85,10.424598030040189,1910.119896888733,1.059999942779541,79.72916766395795,1847550.0,531582.0
IOVA,Iovance Biotherapeutics Inc. Common Stock,$14.73,0.01,0.068%,4114192743.0,United States,,6396021,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),14.03,9.125233522674868,392532.1305856705,1.0599455106367166,81.52173124324189,8815980.0,2392688.0
MLYS,Mineralys Therapeutics Inc. Common Stock,$12.59,-0.27,-2.10%,517513436.0,United States,2023.0,376021,Health Care,Biotechnology: Pharmaceutical Preparations,12.61,5.402391434849352,7656.210399627686,1.0598188352933502,69.0000057220459,153490.0,83072.0
BDTX,Black Diamond Therapeutics Inc. Common Stock,$4.19,0.41,10.847%,216351421.0,United States,2020.0,446786,Health Care,Biotechnology: Pharmaceutical Preparations,4.7,8.428496869390244,6143.75997877121,1.0595009482744262,66.4311012411246,490470.0,172439.0
JSPR,Jasper Therapeutics Inc. Common Stock,$26.79,0.79,3.038%,403561774.0,United States,2020.0,61791,Health Care,Biotechnology: Pharmaceutical Preparations,24.86,9.345071590287102,18656.860774993896,1.0591062701177854,411.43411182238293,160850.0,52107.0
RUM,Rumble Inc. Class A Common Stock,$8.48,0.58,7.342%,3273747731.0,United States,2021.0,15839191,Technology,Computer Software: Prepackaged Software,7.625,8.408216165244342,65133.36844277382,1.0589969920578484,48.712870202664284,4951710.0,878178.0
APLT,Applied Therapeutics Inc. Common Stock,$6.11,0.10,1.664%,646968537.0,United States,2019.0,867400,Health Care,Biotechnology: Pharmaceutical Preparations,5.96,10.928861433685988,30309.819544792175,1.0583332753843755,99.67106078387637,1515790.0,428186.0
PALT,Paltalk Inc. Common Stock,$4.93,0.04,0.818%,45465234.0,United States,,67467,Consumer Discretionary,Business Services,4.41,8.279342554193958,2945.1699006557465,1.0578230729818718,115.00000953674316,120590.0,68364.0
TRML,Tourmaline Bio Inc. Common Stock,$45.39,-0.25,-0.548%,923084674.0,United States,2021.0,270916,Health Care,Biotechnology: Pharmaceutical Preparations,40.01,7.647796729791478,24585.879642486572,1.0577956754074633,110.36297315615025,192160.0,82276.0
ULCC,Frontier Group Holdings Inc. Common Stock,$7.61,0.11,1.467%,1699879154.0,United States,2021.0,1342130,Consumer Discretionary,Air Freight/Delivery Services,7.28,5.299622779746738,166534.38553619385,1.0576036846106855,37.72200889844445,2324940.0,566017.0
UNCY,Unicycive Therapeutics Inc. Common Stock,$1.39,-0.04,-2.797%,48308617.0,United States,2021.0,152768,Health Care,Biotechnology: Pharmaceutical Preparations,1.43,13.173189317709433,183.80399656295776,1.0573170626220214,142.07013407164817,427440.0,89883.0
