Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry,currentPrice,adr_pct_20_days,volume_dollars_1day,price_growth_one_month,move_higher_3_months_percent,avg_volume_10_days,volume_cal
NKTX,Nkarta Inc. Common Stock,$12.90,-0.20,-1.527%,633033212.0,United States,2020.0,470491,Health Care,Biotechnology: Pharmaceutical Preparations,11.4,10.287437770543928,151434.78155708313,1.0569800707199772,221.70543094128644,787310.0,310801.0
KROS,Keros Therapeutics Inc. Common Stock,$67.66,0.11,0.163%,2434584610.0,United States,2020.0,252141,Health Care,Biotechnology: Pharmaceutical Preparations,63.86,5.622423287528333,149636.7021560669,1.0568862749624737,87.50000137973709,522620.0,86154.0
RGTI,Rigetti Computing Inc. Common Stock,$2.04,-0.17,-7.692%,299158927.0,United States,,11642136,Technology,Retail: Computer Software & Peripheral Equipment,2.03,14.912017791869857,13776.399869918823,1.0564853783442354,71.68869189615205,10133970.0,8567068.0
VTYX,Ventyx Biosciences Inc. Common Stock,$8.41,-0.01,-0.119%,498312255.0,United States,2021.0,1720977,Health Care, Medicinal Chemicals and Botanical Products ,7.98,21.16461086894259,45621.260662555695,1.0563002780356916,272.6635286772416,3260040.0,459828.0
IMNM,Immunome Inc. Common Stock,$23.70,-0.64,-2.629%,1012697374.0,United States,2020.0,332534,Health Care, Medicinal Chemicals and Botanical Products ,22.1,8.339893796093056,52542.0,1.0559249246086317,190.40590747857783,607920.0,305917.0
PRAX,Praxis Precision Medicines Inc. Common Stock,$55.19,0.67,1.229%,730624481.0,United States,2020.0,79452,Health Care,Biotechnology: Pharmaceutical Preparations,54.57,7.445465618691882,55344.17729187012,1.0555711527110982,212.99999461454502,145100.0,47296.0
BNTC,Benitec Biopharma Inc. Common Stock,$5.19,0.205,4.112%,13454732.0,United States,2015.0,11371,Health Care,Biotechnology: Pharmaceutical Preparations,5.14,10.677030815964962,42.749998569488525,1.0555555015925036,63.29112997652558,12000.0,706.0
UGRO,urban-gro Inc. Common Stock,$2.08,0.12,6.122%,24274806.0,United States,,58186,Consumer Discretionary,Industrial Specialties,2.19,10.593879670393358,918.0799884796143,1.055555500366072,85.71427998995036,75680.0,28605.0
BHVN,Biohaven Ltd. Common Shares ,$59.75,1.17,1.997%,4874399862.0,United States,2022.0,2362403,Health Care,Biotechnology: Pharmaceutical Preparations,56.74,6.842373236825594,441415.53481292725,1.0554497380051058,50.10427767176977,1895460.0,179237.0
LIFE,aTyr Pharma Inc. Common Stock,$1.63,0.01,0.617%,95452899.0,United States,2015.0,299706,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1.955,7.284726926658225,8028.0,1.0548522831805673,40.00000510896964,772090.0,221627.0
SG,Sweetgreen Inc. Class A Common Stock,$21.37,1.57,7.929%,2414377856.0,United States,2021.0,4276951,Consumer Discretionary,Restaurants,22.08,5.778895333072276,204615.53779506683,1.0546176968622505,105.62800559477587,3119260.0,1122366.0
ADTH,AdTheorent Holding Company Inc. Common Stock,$3.29,0.42,14.634%,290315844.0,United States,2021.0,961508,Consumer Discretionary,Advertising,3.06,10.487772834444664,4127.96989774704,1.0543130802679517,112.58278532585742,411030.0,181657.0
EVTV,Envirotech Vehicles Inc. Common Stock,$2.29,-0.265,-10.372%,34592942.0,United States,,6385,Consumer Discretionary,Auto Parts:O.E.M.,2.11,9.269622419247492,219.53800463676453,1.0529148114387032,78.86178972101925,20680.0,16100.0
SERA,Sera Prognostics Inc. Class A Common Stock,$9.15,0.00,0.00%,286729085.0,United States,2021.0,57445,Health Care,Precision Instruments,8.96,7.287909614243704,4440.0,1.0526316141707976,59.23076465363404,126180.0,72157.0
ERNA,Eterna Therapeutics Inc. Common Stock,$2.24,-0.20,-8.197%,12119141.0,United States,,7007,Health Care,Biotechnology: Pharmaceutical Preparations,2.35,9.782708618634594,198.79999661445618,1.0526315270557125,60.52632156831743,17940.0,1595.0
AQST,Aquestive Therapeutics Inc. Common Stock,$5.44,0.34,6.667%,398758533.0,United States,2018.0,2245885,Health Care,Biotechnology: Pharmaceutical Preparations,5.51,15.096750370317347,16792.0803937912,1.0517241928580274,181.21826809115916,3933610.0,1559590.0
REAL,The RealReal Inc. Common Stock,$3.25,-0.11,-3.274%,340250336.0,United States,2019.0,2317042,Consumer Discretionary,Other Specialty Stores,3.11,11.664810677965054,34926.880633592606,1.0514285905020577,40.79497329861667,5540800.0,4734492.0
VERA,Vera Therapeutics Inc. Class A Common Stock,$45.23,1.04,2.353%,2009702102.0,United States,2021.0,556310,Health Care,Biotechnology: Pharmaceutical Preparations,41.47,7.00483864902588,68618.28140258789,1.0514084863180306,166.24999046325684,823130.0,256244.0
POWL,Powell Industries Inc. Common Stock,$169.46,10.50,6.605%,2028049492.0,United States,,498683,Energy,Electrical Products,153.66,6.722410211309704,180231.86794281006,1.0513828564936807,53.96709049102112,572140.0,268158.0
CELH,Celsius Holdings Inc. Common Stock,$96.11,5.04,5.534%,22373735903.0,United States,,5750779,Consumer Staples,Beverages (Production/Distribution),89.54,6.511029622630793,8850933.855747223,1.0511524998145099,70.9894040596188,4753250.0,2244398.0
DWAC,Digital World Acquisition Corp. Class A Common Stock,$40.19,0.00,0.00%,1494277503.0,United States,2021.0,483205,Technology,Computer Software: Programming Data Processing,35.575,8.467813042027107,1422541.454744339,1.0505774002208301,90.1290054455178,1266260.0,1102453.0
LPCN,Lipocine Inc. Common Stock,$4.79,0.83,20.96%,25462826.0,United States,,105505,Health Care,Biotechnology: Pharmaceutical Preparations,4.49,9.067854163350164,633.3599967956543,1.0501392955600815,54.43685980442679,38990.0,6557.0
GERN,Geron Corporation Common Stock,$1.75,-0.13,-6.915%,955603791.0,United States,1996.0,20795315,Health Care,Biotechnology: Pharmaceutical Preparations,3.175,10.47214122623319,57180.05956721306,1.0500000198682156,44.313048161901555,29096880.0,12397191.0
BARK,BARK Inc. Class A Common Stock,$1.30,-0.01,-0.763%,230332535.0,United States,2020.0,586370,Consumer Discretionary,Department/Specialty Retail Stores,1.33,8.20396608225753,6156.6539804935455,1.0499999792076824,83.3791298425807,962340.0,183049.0
GVP,GSE Systems Inc. Common Stock,$2.17,-0.01,-0.459%,5657713.0,United States,,22167,Technology,Computer Software: Prepackaged Software,2.61,11.763790517524942,976.629985332489,1.0495867280065765,31.867647299442055,66440.0,64999.0
VKTX,Viking Therapeutics Inc. Common Stock,$71.96,4.86,7.243%,7231140874.0,United States,2015.0,5136962,Health Care,Biotechnology: Pharmaceutical Preparations,63.35,13.240449027213286,837883.7776184082,1.049409475876799,253.28981789551216,8388540.0,2315520.0
CRDF,Cardiff Oncology Inc. Common Stock,$5.40,0.92,20.536%,241256713.0,United States,,3965168,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),5.17,17.084811750672447,1167.2299926280975,1.048611062820313,269.85295271326913,2382860.0,386718.0
LXRX,Lexicon Pharmaceuticals Inc. Common Stock,$2.48,-0.04,-1.587%,607413244.0,United States,,5957035,Health Care,Biotechnology: Pharmaceutical Preparations,2.52,10.604681650313363,30533.098880052567,1.0483870502565211,96.45668685277333,6472550.0,1679047.0
LUNR,Intuitive Machines Inc. Class A Common Stock,$5.29,-0.52,-8.95%,222475097.0,United States,2021.0,3425562,Industrials,Industrial Machinery/Components,5.32,18.0810600333013,20459.789177656174,1.0481927249395504,92.01094149843291,4200870.0,1214817.0
SNCR,Synchronoss Technologies Inc. Common Stock,$9.38,-0.94,-9.109%,97277654.0,United States,2018.0,281305,Technology,EDP Services,8.75,14.541638328377005,5750.559844970703,1.04814810138017,47.431497118401275,132490.0,22174.0
NGM,NGM Biopharmaceuticals Inc. Common Stock,$1.53,-0.01,-0.649%,127697484.0,United States,2019.0,363556,Health Care,Biotechnology: Pharmaceutical Preparations,1.56,5.801378958257852,6631.219710350037,1.047999954223633,67.20429414930426,779910.0,402702.0
TLPH,Talphera Inc. Common Stock,$1.17,0.08,7.339%,19853851.0,United States,2011.0,102718,Health Care,Biotechnology: Pharmaceutical Preparations,1.15,8.844384256084803,1234.6399933099747,1.0476190746506333,52.666664123535156,75260.0,26120.0
SANA,Sana Biotechnology Inc. Common Stock,$9.85,0.58,6.257%,2171408436.0,United States,2021.0,1158411,Health Care, Medicinal Chemicals and Botanical Products ,8.91,10.01655711914382,216198.61755514145,1.047619052320193,103.5211176166919,1778960.0,725776.0
INZY,Inozyme Pharma Inc. Common Stock,$5.77,0.05,0.874%,356359516.0,United States,2020.0,544272,Health Care,Biotechnology: Pharmaceutical Preparations,6.0,6.870493512139575,15684.08979177475,1.0473876506701214,37.85714820939692,625260.0,320341.0
COYA,Coya Therapeutics Inc. Common Stock,$9.79,0.78,8.657%,98197968.0,United States,2022.0,108526,Health Care,Biotechnology: Pharmaceutical Preparations,9.86,8.556975221686658,2835.749900341034,1.04736841929146,32.392477227340635,189460.0,37711.0
DNTH,Dianthus Therapeutics Inc. Common Stock,$29.30,4.15,16.501%,434160427.0,United States,2018.0,324833,Health Care,Biotechnology: Pharmaceutical Preparations,26.35,7.548263543274869,2521.449959754944,1.0473269035122297,323.8439248603873,140580.0,84071.0
GANX,Gain Therapeutics Inc. Common Stock,$4.54,-0.02,-0.439%,58612953.0,United States,2021.0,58829,Health Care,Biotechnology: Pharmaceutical Preparations,4.36,6.435499505329334,1655.0099620819092,1.0471697653458902,68.75001047737919,147820.0,15528.0
OMGA,Omega Therapeutics Inc. Common Stock,$3.91,0.00,0.00%,215604587.0,United States,2021.0,170190,Health Care,Biotechnology: Pharmaceutical Preparations,3.52,7.095959873931723,20405.34930706024,1.0462589045195385,43.14113014635632,345450.0,105022.0
CREX,Creative Realities Inc. Common Stock,$3.60,-0.03,-0.826%,37472497.0,United States,,31604,Technology,EDP Services,4.28,7.388776096600891,2242.5,1.0460250586893742,75.40984055073908,56020.0,38526.0
CLRB,Cellectar Biosciences Inc.  Common Stock,$3.54,-0.09,-2.479%,107800229.0,United States,,483962,Health Care,Biotechnology: Pharmaceutical Preparations,3.35,6.708677811540165,41436.360227108,1.0450450747159454,43.84615948919735,894970.0,1864213.0
ARQT,Arcutis Biotherapeutics Inc. Common Stock,$11.06,0.95,9.397%,1070755795.0,United States,2020.0,3362694,Health Care,Biotechnology: Pharmaceutical Preparations,10.235,9.885260515944982,70372.25,1.0450161124201134,302.92968011490285,4557230.0,1113788.0
AUVIP,Applied UV Inc. 10.5% Series A Cumulative Perpetual Preferred Stock $0.0001 par value per share,$3.99,-0.11,-2.683%,2210919.0,United States,,3043,Consumer Discretionary,Building Products,4.5,12.79295753423144,31.20000123977661,1.043478323967111,109.04976496891065,2590.0,265.0
TSHA,Taysha Gene Therapies Inc. Common Stock,$2.26,0.01,0.444%,422530036.0,United States,2020.0,1054431,Health Care,Biotechnology: Pharmaceutical Preparations,2.13,12.959303956722978,11230.56044626236,1.04347830593924,50.32679708007358,1723590.0,720441.0
AIRI,Air Industries Group Common Stock,$4.05,-0.09,-2.174%,13377332.0,United States,,2130,Industrials,Military/Government/Technical,4.55,6.805642007687229,604.5399808883667,1.0432276241245246,52.4590219037888,7860.0,15190.0
KPLT,Katapult Holdings Inc. Common Stock,$18.40,2.76,17.647%,74799220.0,United States,2019.0,63332,Consumer Discretionary,Diversified Commercial Services,13.75,7.871245708504548,3060.5100440979004,1.0431441791675153,39.08965317056707,22720.0,31543.0
SILK,Silk Road Medical Inc. Common Stock,$15.48,-0.40,-2.519%,606423102.0,United States,2019.0,521787,Health Care,Medical/Dental Instruments,16.99,6.257233642481963,403667.5603694916,1.0428371222019805,75.02393540056467,964690.0,274379.0
OCGN,Ocugen Inc. Common Stock,$1.04,0.056,5.691%,266762531.0,United States,2014.0,5525320,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1.03,12.880616314227078,8649.728410840034,1.0427699140515583,179.18782770263576,5114540.0,2177709.0
TARS,Tarsus Pharmaceuticals Inc. Common Stock,$31.35,0.74,2.418%,1072762076.0,United States,2020.0,334787,Health Care, Medicinal Chemicals and Botanical Products ,30.61,7.360513594421625,156259.39695358276,1.0426287329022546,65.79634795019778,647730.0,148173.0
FULC,Fulcrum Therapeutics Inc. Common Stock,$11.36,0.45,4.125%,703583543.0,United States,2019.0,1183382,Health Care,Biotechnology: Pharmaceutical Preparations,10.12,7.74863944213442,49388.04054450989,1.0421687071443493,72.63513742092317,815060.0,180809.0
OCTO,Eightco Holdings Inc. Common Stock,$0.7056,-0.0216,-2.97%,3059280.0,United States,,334111,,,0.83,10.871416598702965,889.3720098733902,1.0415704543766706,59.18366453241495,321540.0,66299.0
BIAF,bioAffinity Technologies Inc. Common Stock,$1.915,-0.095,-4.726%,18196795.0,United States,2022.0,300052,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,2.13,23.197770183347366,143.21999645233154,1.0405405013556028,45.51722935915883,843980.0,144232.0
KOD,Kodiak Sciences Inc Common Stock,$6.32,0.39,6.577%,331624879.0,United States,2018.0,474624,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),5.67,8.691733868872165,14951.039451599121,1.0399999618530273,84.28762562127376,671140.0,995488.0
TPC,Tutor Perini Corporation Common Stock,$12.68,0.08,0.635%,659683302.0,United States,1970.0,340488,Consumer Discretionary,General Bldg Contractors - Nonresidential Bldgs,12.91,5.044968288029494,48905.122062683105,1.0395913694300487,50.00000543094729,498570.0,182985.0
BYRN,Byrna Technologies Inc. Common Stock,$12.05,0.56,4.874%,265124425.0,United States,,136337,Miscellaneous,Industrial Machinery/Components,12.98,8.237618068973296,6994.800243377686,1.0378657950422558,111.72638896881477,236370.0,86653.0
BCLI,Brainstorm Cell Therapeutics Inc. Common Stock,$0.3306,0.0225,7.303%,16193313.0,United States,,682017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0.3284,10.63032488151614,3034.3600129187107,1.0370370002440479,72.64999191984546,549000.0,321905.0
OPGN,OpGen Inc. Common Stock,$0.5201,0.0153,3.031%,5208034.0,United States,2015.0,120091,Health Care,Medical Specialities,0.485,9.85647845374662,1103.6300352215767,1.0367347067865118,31.216932134670234,142590.0,144036.0
SMR,NuScale Power Corporation Class A Common Stock,$7.08,0.81,12.919%,1637830744.0,United States,2022.0,8044650,Industrials,Electrical Products,10.1,18.24239941643031,37939.35018181801,1.0364583614670366,78.05555603386445,8011140.0,12401001.0
RLMD,Relmada Therapeutics Inc. Common Stock,$5.64,0.11,1.989%,169759505.0,United States,,128350,Health Care,Biotechnology: Pharmaceutical Preparations,5.52,8.131195967282956,2968.720049381256,1.0361446163827033,131.44758338737807,144080.0,123292.0
GBIO,Generation Bio Co. Common Stock,$3.00,-0.10,-3.226%,199431333.0,United States,2020.0,296601,Health Care,Biotechnology: Pharmaceutical Preparations,2.96,9.568841206839585,2477.3600273132324,1.0359281817549106,56.08465978898442,309540.0,36653.0
HEAR,Turtle Beach Corporation Common Stock,$11.03,0.00,0.00%,191966263.0,United States,,476440,Telecommunications,Telecommunications Equipment,16.75,5.8614698901190865,27638.25,1.0356454606435244,57.875128208318735,853020.0,383266.0
SWTX,SpringWorks Therapeutics Inc. Common Stock,$51.25,1.50,3.015%,3781575806.0,United States,2019.0,1762202,Health Care,Biotechnology: Pharmaceutical Preparations,48.43,5.537600876644033,289676.64110946655,1.0353430516250086,53.06495036705553,1121470.0,810602.0
NOTE,FiscalNote Holdings Inc. Class A common stock,$1.68,0.07,4.348%,217110807.0,United States,2022.0,952877,Technology,EDP Services,1.75,12.105595528959402,4827.599872112274,1.0344827255463724,56.250005731216056,1544440.0,645705.0
PEPG,PepGen Inc. Common Stock,$13.75,-0.14,-1.008%,444874306.0,United States,2022.0,91076,Health Care,Biotechnology: Pharmaceutical Preparations,13.65,9.679667710714446,1648.8500046730042,1.0337941294096449,143.76038370394394,158660.0,25526.0
ATNM,Actinium Pharmaceuticals Inc. (Delaware) Common Stock,$6.70,0.11,1.669%,183670055.0,United States,,104131,Health Care,Biotechnology: Pharmaceutical Preparations,6.54,8.473358590748958,6013.959977149963,1.0329217783984728,65.58883081896977,183450.0,1114120.0
GIFI,Gulf Island Fabrication Inc. Common Stock,$6.87,0.04,0.586%,111273603.0,United States,1997.0,99750,Industrials,Metal Fabrications,7.15,6.6174368161814545,515.9699821472168,1.0327868541243455,67.2209001915277,148010.0,34768.0
LRMR,Larimar Therapeutics Inc. Common Stock,$9.30,0.53,6.043%,408324898.0,United States,2014.0,518471,Health Care,Biotechnology: Pharmaceutical Preparations,8.35,9.072668698332297,1361.0400667190552,1.0325694160441612,119.84733324577164,663600.0,364560.0
CAVA,CAVA Group Inc. Common Stock,$65.44,-0.40,-0.608%,7460306389.0,United States,2023.0,2931269,Consumer Discretionary,Restaurants,62.05,5.370267266420359,729131.25,1.032366089009661,58.33741407850566,3003080.0,1068042.0
EVER,EverQuote Inc. Class A Common Stock,$19.10,0.80,4.372%,653787881.0,United States,2018.0,1078985,Technology,Computer Software: Programming Data Processing,17.17,7.407441067981924,13593.239433288574,1.0314700864318265,40.46628241241959,542500.0,104095.0
YMAB,Y-mAbs Therapeutics Inc. Common Stock,$15.84,-0.25,-1.554%,693429343.0,United States,2018.0,190254,Health Care,Biotechnology: Pharmaceutical Preparations,13.76,6.700489913309471,19679.240240097046,1.0307692001355684,141.04133637662045,281630.0,520591.0
AHCO,AdaptHealth Corp. Common Stock,$10.36,-0.47,-4.34%,1376917587.0,United States,2018.0,753304,Health Care,Medical/Nursing Services,9.96,5.770525548426875,39598.67934036255,1.030757678151443,34.522299973339635,1092700.0,345068.0
FWBI,First Wave BioPharma Inc. Common Stock,$6.53,0.85,14.965%,4407743.0,United States,2016.0,119649,Health Care,Biotechnology: Pharmaceutical Preparations,4.87,14.407459497542563,8708.82009601593,1.029761948265863,42.53521157029933,200350.0,20385.0
IPSC,Century Therapeutics Inc. Common Stock,$4.86,0.11,2.316%,290797944.0,United States,2021.0,105222,Health Care, Medicinal Chemicals and Botanical Products ,4.75,9.790107204044807,3129.1099376678467,1.0295698640456519,94.17082491831681,158650.0,26921.0
SNDA,Sonida Senior Living Inc. Common Stock,$25.83,-1.16,-4.298%,297786941.0,United States,,32572,Health Care,Hospital/Nursing Management,27.59,15.139838204557932,546.0000228881836,1.0294117900898136,188.7754967986224,64320.0,10084.0
CDXC,ChromaDex Corporation Common Stock,$2.10,0.15,7.692%,158149148.0,United States,,512860,Health Care, Medicinal Chemicals and Botanical Products ,2.99,10.45149975507047,656.5999888181686,1.0294117363472715,97.85714486423808,499540.0,884504.0
KINS,Kingstone Companies Inc. Common Stock,$3.81,0.01,0.263%,40993047.0,United States,,11397,Finance,Specialty Insurers,3.97,6.926839996002276,133.3800015449524,1.0291666376921877,69.62082506732841,15130.0,3301.0
GMGI,Golden Matrix Group Inc. Common Stock,$2.93,0.00,0.00%,106222556.0,United States,,14681,Technology,Computer Software: Prepackaged Software,3.14,6.252392423747644,909.4799509048462,1.029126186624347,48.01761776775089,32210.0,12317.0
MNMD,Mind Medicine (MindMed) Inc. Common Shares,$8.60,0.74,9.415%,355475040.0,United States,,3227975,Health Care, Medicinal Chemicals and Botanical Products ,9.91,14.03392543894495,15081.589639425278,1.0286532677247304,176.33612093226435,6753360.0,2160255.0
NNBR,NN Inc. Common Stock,$4.37,0.21,5.048%,206931780.0,United States,1994.0,258796,Industrials,Industrial Machinery/Components,4.77,7.78094456713565,3455.3400082588196,1.0283504875905591,67.55853554856886,235430.0,59905.0
ADVM,Adverum Biotechnologies Inc. Common Stock,$1.80,-0.01,-0.552%,181848913.0,United States,2014.0,1640372,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1.77,9.668072996448096,3049.407963991165,1.0278787905935634,109.75919193927608,1995240.0,2657894.0
STXS,Stereotaxis Inc. Common Stock,$2.49,0.01,0.403%,204500617.0,United States,,243503,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,2.48,7.665669870534364,1589.150020480156,1.0277778182500685,50.00000354789563,284850.0,133206.0
VXRT,Vaxart Inc Common Stock,$1.13,-0.01,-0.877%,171803889.0,United States,,995334,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1.16,8.807384583617473,14652.000188827515,1.0277777501830359,95.08197201864903,1441810.0,2297348.0
THMO,ThermoGenesis Holdings Inc. Common Stock,$0.751,-0.003,-0.398%,2355515.0,United States,,28045,Industrials,Medical Specialities,0.73,9.404422069106943,102.8600013256073,1.0277777501830359,45.92591783146832,19480.0,5904.0
PODC,PodcastOne Inc. Common Stock,$2.35,-0.17,-6.746%,54402820.0,United States,,184101,,,2.09,13.716021427722902,284.40000772476196,1.0259740792552918,50.0,82490.0,18573.0
CRGX,CARGO Therapeutics Inc. Common Stock,$30.92,1.85,6.364%,1274062991.0,United States,2023.0,371377,,,26.605,12.068362889201989,17850.02058982849,1.0253121075275193,34.105308892364256,774400.0,133151.0
OCUL,Ocular Therapeutix Inc. Common Stock,$9.59,0.30,3.229%,1425337140.0,United States,2014.0,3135296,Health Care,Biotechnology: Pharmaceutical Preparations,9.44,7.555151244120717,84622.99790382385,1.0239361474461661,134.65345623142372,3109340.0,616441.0
ALRN,Aileron Therapeutics Inc. Common Stock,$5.57,0.32,6.095%,27212302.0,United States,2017.0,24191,Health Care,Biotechnology: Pharmaceutical Preparations,5.41,7.199924866261709,1892.429944038391,1.023809501283203,68.16769918446779,22140.0,12786.0
FDMT,4D Molecular Therapeutics Inc. Common Stock,$29.40,0.87,3.049%,1463476934.0,United States,2020.0,437195,Health Care,Biotechnology: Pharmaceutical Preparations,31.03,6.241643425174059,87193.603515625,1.0234375788042207,53.788996610890024,715600.0,167732.0
ALLO,Allogene Therapeutics Inc. Common Stock,$4.88,-0.02,-0.408%,821190111.0,United States,2018.0,2561892,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),4.195,8.526467293772955,81681.05773115158,1.0231787859883767,47.324421262822675,3598330.0,944652.0
RNA,Avidity Biosciences Inc. Common Stock,$24.83,2.14,9.431%,1979434515.0,United States,2020.0,1494146,Health Care,Biotechnology: Pharmaceutical Preparations,23.93,8.359191439500524,91795.59862136841,1.023162088133718,168.38640707322784,1584670.0,532877.0
SONN,Sonnet BioTherapeutics Holdings Inc. Common Stock,$1.79,-0.01,-0.556%,5494434.0,United States,,59706,Health Care,Biotechnology: Pharmaceutical Preparations,2.26,10.691186782731066,242.06000781059265,1.0230769936149668,40.38462420187085,405630.0,56011.0
BOF,BranchOut Food Inc. Common Stock,$2.05,-0.17,-7.658%,8290717.0,United States,2023.0,22878,Consumer Staples,Packaged Foods,2.395,17.68778281405701,321.75,1.0227272505602565,66.28353743395645,21650.0,6992.0
HNST,The Honest Company Inc. Common Stock,$4.63,0.13,2.889%,443984571.0,United States,2021.0,1881614,Consumer Discretionary,Catalog/Specialty Distribution,4.14,9.545953981904853,11969.100211381912,1.0227272501497566,37.99999554951985,2651010.0,585268.0
TBIO,Telesis Bio Inc. Common Stock,$0.5433,0.0003,0.055%,16290149.0,United States,2000.0,60313,Health Care,Medical Specialities,0.54,18.700779747062835,62.44900032877922,1.0225806426803479,32.499990873038904,130140.0,14149.0
NBSE,NeuBase Therapeutics Inc.  Common Stock,$0.9211,-0.0289,-3.042%,3434972.0,United States,,58609,Health Care,Biotechnology: Pharmaceutical Preparations,1.01,12.3538540188161,145.89472044944762,1.0214999905625983,45.37658942170461,124533.0,69273.0
KYMR,Kymera Therapeutics Inc. Common Stock,$42.30,0.45,1.075%,2585023979.0,United States,2020.0,742476,Health Care, Medicinal Chemicals and Botanical Products ,39.32,5.32808600771868,193694.53838729858,1.021173837043417,59.35497990712067,780880.0,1120732.0
FIXX,Homology Medicines Inc. Common Stock,$0.91,0.0125,1.393%,52720242.0,United States,2018.0,88770,Health Care,Biotechnology: Pharmaceutical Preparations,0.9,5.325094217202131,202.7560087442398,1.0191304998632202,61.60713706013502,171230.0,154367.0
BTOG,Bit Origin Limited Ordinary Shares,$3.90,-1.38,-26.136%,13186259.0,United States,2019.0,846598,Finance,Finance: Consumer Services,5.54,17.78413945854758,422.5,1.016260146842582,35.30348135015137,478210.0,59366.0
BRCC,BRC Inc. Class A Common Stock,$4.68,0.05,1.08%,992866820.0,United States,2022.0,1009313,Consumer Staples,Beverages (Production/Distribution),4.89,5.978213251133524,10346.399725914001,1.0155147608335517,34.56284358575542,1354080.0,289481.0
VMEO,Vimeo Inc. Common Stock,$5.41,-0.06,-1.097%,909117667.0,United States,,3245690,Technology,Computer Software: Prepackaged Software,5.58,7.366182280620848,29302.290454387665,1.0151306924075651,35.21635111355235,4757470.0,1587138.0
HIMS,Hims & Hers Health Inc. Class A Common Stock,$15.12,0.50,3.42%,3239464733.0,United States,2019.0,5140121,Health Care,Medical/Nursing Services,15.68,6.626839359032299,144668.15469360352,1.0145103619194518,78.85713849748885,5941590.0,2452034.0
DTST,Data Storage Corporation Common Stock,$6.67,1.03,18.262%,45753712.0,United States,,554376,Technology,EDP Services,5.8,12.257633679705805,388.60001277923584,1.0139860845240578,89.64402253356552,234260.0,79888.0
NUVB,Nuvation Bio Inc. Class A Common Stock,$2.41,0.08,3.433%,527901388.0,United States,2020.0,604178,Health Care,Biotechnology: Pharmaceutical Preparations,2.26,7.931273528223803,7412.42019367218,1.013888875091518,37.22068236710508,758210.0,1666067.0
DARE,Dare Bioscience Inc. Common Stock,$0.4603,0.0002,0.043%,45368247.0,United States,2014.0,136921,Health Care,Biotechnology: Pharmaceutical Preparations,0.51,13.201785179666391,458.4900035262108,1.0130719221602282,52.04677465680274,240820.0,55568.0
MAX,MediaAlpha Inc. Class A Common Stock,$19.70,-0.05,-0.253%,1288996275.0,United States,2020.0,300451,Industrials,Industrial Machinery/Components,19.06,5.790208763326499,7378.000259399414,1.0121268760450273,68.68953824296955,387430.0,87747.0
VANI,Vivani Medical Inc. Common Stock (DE),$1.93,-0.03,-1.531%,98478366.0,United States,2014.0,239917,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,2.02,17.267349516088302,225.41999578475952,1.0099009807501782,118.95387478800626,644190.0,138067.0
SPRY,ARS Pharmaceuticals Inc. Common Stock,$9.00,0.54,6.383%,863975268.0,United States,2020.0,660986,Health Care,Biotechnology: Pharmaceutical Preparations,9.12,6.114423001447156,17738.60055923462,1.0091743630067895,62.500013649919254,836670.0,483345.0
JYNT,The Joint Corp. Common Stock,$11.97,-0.30,-2.445%,176871629.0,United States,2014.0,127589,Miscellaneous,Multi-Sector Companies,12.29,6.841375234544733,6599.19997215271,1.0085908358530034,40.65217226800032,211410.0,61697.0
DYN,Dyne Therapeutics Inc. Common Stock,$27.77,0.67,2.472%,2275975548.0,United States,2020.0,1437798,Health Care, Medicinal Chemicals and Botanical Products ,26.28,7.4419452165025435,125975.299077034,1.0083925188096716,118.63600670461045,2180920.0,284525.0
OSCR,Oscar Health Inc. Class A Common Stock,$14.25,-0.35,-2.397%,3273612614.0,United States,2021.0,3456254,Finance,Accident &Health Insurance,13.83,5.425271565127687,262874.2587852478,1.006566575593452,72.2222182535402,3218810.0,643671.0
XPDB,Power & Digital Infrastructure Acquisition II Corp. Class A Common Stock,$18.38,-2.62,-12.476%,0.0,United States,2022.0,17773,Finance,Blank Checks,19.4,25.36863951831596,54830.48412837982,1.0055814343829488,81.47802039328674,108430.0,12678.0
FGEN,FibroGen Inc Common Stock,$2.00,0.11,5.82%,197542494.0,United States,2014.0,3065544,Health Care,Biotechnology: Pharmaceutical Preparations,2.17,14.498375971022814,5273.093079090118,1.0039473960769476,275.8064364171302,1543070.0,729625.0
XPDBU,Power & Digital Infrastructure Acquisition II Corp. Unit,$17.83,-3.17,-15.095%,0.0,United States,2021.0,501,Finance,Blank Checks,17.83,14.140591969312277,0.0,1.0,66.63551627605682,1364.0,1.0
